institution_id,display_name,city,region,country,old_lat,old_lon,new_lat,new_lon,status,query,nominatim_display_name
https://openalex.org/I2799506148,Government of Western Australia,Perth,,AU,-31.95223999023437,115.86139678955078,-31.951923,115.8579729,geocoded,"Government of Western Australia, Perth","Government Offices of Western Australia, 140, William Street, Perth, Western Australia, 6000, Australia"
https://openalex.org/I71920554,King Abdullah University of Science and Technology,Jeddah,Mecca Region,SA,21.49012,39.18624,22.3223754,39.1173835,geocoded,King Abdullah University of Science and Technology,"جامعة الملك عبد الله للعلوم و التقنية, Exploration Avenue, محافظة رابغ, منطقة مكة المكرمة, 23955, السعودية"
https://openalex.org/I99043593,Macquarie University,Sydney,New South Wales,AU,-33.86785,151.20732,-33.774197,151.1127138,geocoded,"Macquarie University, Sydney","Macquarie University, Herring Road, Macquarie Park, Sydney, New South Wales, 2113, Australia"
https://openalex.org/I2800520080,New England Aquarium,Boston,Massachusetts,US,42.35843,-71.05977,42.3592003,-71.0491841,geocoded,"New England Aquarium, Boston","New England Aquarium, 1, Boston HarborWalk, Waterfront, Downtown, Boston, Suffolk County, Massachusetts, 02110, United States"
https://openalex.org/I176790772,Murdoch University,Perth,,AU,-31.95223999023437,115.86139678955078,-32.0674157,115.8346086,geocoded,"Murdoch University, Perth","Murdoch University, 90, South Street, Murdoch, Perth, Western Australia, 6150, Australia"
https://openalex.org/I2802635630,University Hospital Galway,Galway,,IE,53.2724494934082,-9.050950050354004,53.2769639,-9.0666823,geocoded,"University Hospital Galway, Galway","University Hospital Galway, Newcastle Road, Shantalla, Cathair na Gaillimhe, County Galway, Connacht, H91 DK29, Éire / Ireland"
https://openalex.org/I141596103,University of Lisbon,Lisbon,Lisbon,PT,38.72509,-9.1498,38.7527961,-9.1570276,geocoded,"University of Lisbon, Lisbon","Universidade de Lisboa - Cidade Universitária, Rua António Aniceto Monteiro, Campo Grande, Alvalade, Lisboa, 1600-060, Portugal"
https://openalex.org/I4210087754,Okinawa Churashima Foundation,Okinawa,,JP,26.33583068847656,127.8013916015625,,,failed:no_result,Okinawa Churashima Foundation,
https://openalex.org/I1313861171,South Carolina Department of Natural Resources,Columbia,South Carolina,US,34.00071,-81.03481,,,failed:too_far_128km,South Carolina Department of Natural Resources,"South Carolina Department of Natural Resources, 295, South Evander Drive, Florence County, South Carolina, 29506, United States"
https://openalex.org/I11701301,Griffith University,Brisbane,Queensland,AU,-27.46794,153.02809,-27.5466249,153.0642922,geocoded,"Griffith University, Brisbane","Griffith University, Pacific Motorway, Upper Mount Gravatt, Brisbane, Queensland, 4122, Australia"
https://openalex.org/I108290504,University of Pisa,Pisa,Tuscany,IT,43.70853,10.4036,,,failed:no_result,University of Pisa,
https://openalex.org/I879563668,Universidade Estadual Paulista (Unesp),São Paulo,São Paulo,BR,-23.5475,-46.63611,,,failed:too_far_279km,Universidade Estadual Paulista (Unesp),"Universidade Estadual Paulista - Unesp, 14-01, Avenida Engenheiro Luiz Edmundo Carrijo Coube, Jardim Colonial, Vargem Limpa, Bauru, São Paulo, Região Sudeste, 17033-360, Brasil"
https://openalex.org/I4210104735,Sandia National Laboratories,Albuquerque,,US,35.08449172973633,-106.65113830566406,35.0355375,-106.5429449,geocoded,"Sandia National Laboratories, Albuquerque","Department of Energy, Sandia National Laboratories (TA-4), 11th Street Southeast, Albuquerque, Bernalillo County, New Mexico, 87116, United States"
https://openalex.org/I71503853,University of Algarve,Faro,Faro,PT,37.01869,-7.92716,,,failed:no_result,University of Algarve,
https://openalex.org/I135140700,University of Bonn,Bonn,North Rhine-Westphalia,DE,50.73438,7.09549,50.7338124,7.1022465,geocoded,"University of Bonn, Bonn","Rheinische Friedrich-Wilhelms-Universität Bonn, Arkadenhof, Bonn-Zentrum, Stadtbezirk Bonn, Bonn, Nordrhein-Westfalen, 53113, Deutschland"
https://openalex.org/I4432739,University of Bergen,Bergen,Vestland,NO,60.39299,5.32415,60.3809342,5.3313021,geocoded,"University of Bergen, Bergen","Universitet i Bergen, Beiteveien, Starefossen, Skuteviken, Bergenhus, Bergen, Vestland, 5019, Norge"
https://openalex.org/I47508984,Imperial College London,London,England,GB,51.50853,-0.12574,51.4989595,-0.1756407,geocoded,"Imperial College London, London","Imperial College London, Exhibition Road, Knightsbridge, City of Westminster, Greater London, England, SW7 2AZ, United Kingdom"
https://openalex.org/I135705104,Nippon Steel (Japan),Tokyo,,JP,35.68949890136719,139.69171142578125,35.67913,139.7632652,geocoded,Nippon Steel (Japan),"新日鐵住金株式会社, 丸の内パークビルディング車寄せ, 丸の内二丁目, 丸の内, 千代田区, 東京都, 100-0005, 日本"
https://openalex.org/I19894307,Université de Montpellier,Montpellier,Occitanie,FR,43.61093,3.87635,43.6315655,3.8618177,geocoded,"Université de Montpellier, Montpellier","Université de Montpellier, Parvis Alexander Grothendieck, Hôpitaux-Facultés, Montpellier, Hérault, Occitanie, France métropolitaine, 34095, France"
https://openalex.org/I110440473,Xi'an University of Science and Technology,Xi'an,,CN,34.258331298828125,108.9286117553711,34.2349959,108.9590442,geocoded,"Xi'an University of Science and Technology, Xi'an","西安科技大学, 雁塔北路, 建科大社区, 文艺路街道, 碑林区, 西安市, 陕西省, 710055, 中国"
https://openalex.org/I36234482,University of Bristol,Bristol,England,GB,51.45523,-2.59665,51.5007679,-2.5503106,geocoded,"University of Bristol, Bristol","University of the West of England (Frenchay Campus), Coldharbour Lane, Stoke Park, Stoke Park and Cheswick, Harry Stoke, Bristol, South Gloucestershire, West of England, England, BS16 1QY, United Kingdom"
https://openalex.org/I1294345657,Sea Turtle Conservancy,Gainesville,Florida,US,29.65163,-82.32483,,,failed:no_result,Sea Turtle Conservancy,
https://openalex.org/I134820265,Consejo Superior de Investigaciones Científicas,Madrid,Madrid,ES,40.4165,-3.70256,40.4407145,-3.6874014,geocoded,"Consejo Superior de Investigaciones Científicas, Madrid","Consejo Superior de Investigaciones Científicas, Calle del Pinar, El Viso, Chamartín, Madrid, Comunidad de Madrid, 28000, España"
https://openalex.org/I1319689352,Fisheries and Oceans Canada,Ottawa,Ontario,CA,45.41117,-75.69812,,,failed:too_far_3929km,Fisheries and Oceans Canada,"Fisheries and Oceans Canada, Prince Rupert, North Coast Regional District, British Columbia, V8J 3P4, Canada"
https://openalex.org/I29300151,Bank of Mexico,Mexico City,,MX,19.428470611572266,-99.1276626586914,,,failed:no_result,Bank of Mexico,
https://openalex.org/I23923803,University of Exeter,Exeter,,GB,50.72359848022461,-3.527509927749634,50.7387148,-3.5384011,geocoded,"University of Exeter, Exeter","University of Exeter Nature Reserve, Exwick, Exeter, Devon, Devon and Torbay, England, United Kingdom"
https://openalex.org/I151201029,Consejo Nacional de Investigaciones Científicas y Técnicas,Buenos Aires,Buenos Aires F.D.,AR,-34.61315,-58.37723,,,failed:no_result,Consejo Nacional de Investigaciones Científicas y Técnicas,
https://openalex.org/I67031392,Carleton University,Ottawa,,CA,45.411170959472656,-75.6981201171875,45.3858581,-75.6950041,geocoded,"Carleton University, Ottawa","Carleton University, 1125, Colonel By Drive, Capital, Ottawa, Eastern Ontario, Ontario, K1S 5B7, Canada"
https://openalex.org/I66958751,Woods Hole Oceanographic Institution,Falmouth,,US,41.55149841308594,-70.61475372314453,41.5349219,-70.6482506,geocoded,"Woods Hole Oceanographic Institution, Falmouth","Woods Hole Oceanographic Institution, Oyster Pond Road, Quissett, Falmouth, Barnstable County, Massachusetts, 02543, United States"
https://openalex.org/I2802779139,Stazione Zoologica Anton Dohrn,Naples,,IT,40.8521614074707,14.268110275268556,40.8327354,14.2353361,geocoded,"Stazione Zoologica Anton Dohrn, Naples","Stazione zoologica Anton Dohrn, Via Francesco Caracciolo, San Ferdinando, Municipalità 1, Napoli, Campania, 80121, Italia"
https://openalex.org/I263512288,Universidad Científica del Sur,Lima,Lima Province,PE,-12.04318,-77.02824,-12.2226923,-76.9768847,geocoded,"Universidad Científica del Sur, Lima","Universidad Científica del Sur, Km. 19, Carretera Panamericana Sur, Villa El Salvador, Lima, Lima Metropolitana, Lima, 15829, Perú"
https://openalex.org/I189075073,National University of Mar del Plata,Mar del Plata,Buenos Aires,AR,-38.00042,-57.5562,,,failed:no_result,National University of Mar del Plata,
https://openalex.org/I123044942,Universitat Autònoma de Barcelona,Cerdanyola del Vallès,,ES,41.4910888671875,2.1407899856567383,41.5015527,2.1062607,geocoded,"Universitat Autònoma de Barcelona, Cerdanyola del Vallès","Universitat Autònoma de Barcelona, Plaça Civica, Bellaterra, Cerdanyola del Vallès, Vallès Occidental, Barcelona, Catalunya, 08193, España"
https://openalex.org/I103922791,QB3,San Francisco,,US,37.77492904663086,-122.41941833496094,,,failed:no_result,QB3,
https://openalex.org/I115228651,"Agency for Science, Technology and Research",Singapore,,SG,1.2896699905395508,103.85006713867188,,,failed:no_result,"Agency for Science, Technology and Research",
https://openalex.org/I8961855,Universidad Nacional Autónoma de México,Mexico City,Mexico City,MX,19.42847,-99.12766,19.321597,-99.1849259,geocoded,"Universidad Nacional Autónoma de México, Mexico City","Universidad Nacional Autónoma de México, Calle Miguel Ángel Asturias, Fraccionamiento Copilco Universidad, Copilco, Ciudad de México, Coyoacán, Ciudad de México, 04360, México"
https://openalex.org/I4210101760,Instituto de Investigacións Mariñas,Vigo,,ES,42.232818603515625,-8.722640037536621,42.2259163,-8.7522691,geocoded,"Instituto de Investigacións Mariñas, Vigo","Instituto de Investigacións Mariñas de Vigo, 6, Rúa Eduardo Cabello, O Alfolís, Bouzas, Vigo, Pontevedra, Galicia, 36208, España"
https://openalex.org/I195460627,University of Aberdeen,Aberdeen,,GB,57.1436882019043,-2.098140001296997,57.1645542,-2.1018424,geocoded,"University of Aberdeen, Aberdeen","University of Aberdeen, University Road, Old Aberdeen, Aberdeen City, Alba / Scotland, AB24 3DS, United Kingdom"
https://openalex.org/I4210157513,Écologie Marine Tropicale des Océans Pacifique et Indien,Saint-Denis,Réunion,RE,-20.88231,55.4504,,,failed:no_result,Écologie Marine Tropicale des Océans Pacifique et Indien,
https://openalex.org/I205274468,Trinity College Dublin,Dublin,,IE,53.33306121826172,-6.248889923095703,53.3437061,-6.2544278,geocoded,"Trinity College Dublin, Dublin","Trinity College Dublin, College Green, Mansion House A ED, Dublin, County Dublin, Leinster, D02 VR66, Éire / Ireland"
https://openalex.org/I126744593,"University of Maryland, Baltimore",Baltimore,Maryland,US,39.29038,-76.61219,39.252377,-76.7089181,geocoded,"University of Maryland, Baltimore, Baltimore","University of Maryland Baltimore County, 1000, Hilltop Circle, Baltimore, Baltimore County, Maryland, 21250, United States"
https://openalex.org/I59361560,Instituto Politécnico Nacional,Mexico City,Mexico City,MX,19.42847,-99.12766,19.2855592,-99.1056005,geocoded,"Instituto Politécnico Nacional, Mexico City","Instituto Politécnico Nacional, Calle Canal El Recodo, Colonia Aztlán Los Apaches, Ciudad de México, Xochimilco, Ciudad de México, 16034, México"
