Superorder,Order,Family,Genus,Species,Source_year,AuthorYear,DataSource,Source_observation,General_data_type,Unit,Unit_time ,Unit_spatial,Unit_gear,Unit_transformation,Unit_freeform,Model,Sampling_method_general,Sampling_method_info,Dataset_location,Dataset_representativeness_experts,Experts_for_representativeness,Coastal_province,Pelagic_province,FAO_area,Dataset_map,Latitude ,Longitude,Ocean,Datamined,Variance,PageAndFigureNumber,LineUsed,PDFPage,ActualPage,FigureName,FigureData,Comments,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Batoidea,Rhinopristiformes,Rhinobatidae,Rhinoptera,bonasus,2008,Heithaus_2008,10.1016/j.tree.2008.01.003,fishery_independent,sCPUE,individual,NA,NA,tow?,NA,NA,GLM_negbin,trawl,NA,Delaware Bay (USA),NA,NA,5,NA,21,N,39,-75.15,Atlantic,N,N,NA,NA,,,,,similar data from Myers et al. 2007 10.1126/science.1138657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00176,NA,NA,NA,0.00176,NA,NA,NA,NA,0.06327,0.00176,0.10721,0.00176,0.00176,0.00176,NA,NA,NA,NA,NA,0,0.04745,0.13181,0.11951,0.26714,0.00176,0.84183,0.25659,1,0.31107,0.42179,0.03866,0.23023,0.11775,0.00176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Batoidea,Rhinopristiformes,Rhinobatidae,Rhinoptera,bonasus,2008,Heithaus_2008,10.1016/j.tree.2008.01.003,fishery_independent,sCPUE,individual,NA,NA,tow?,NA,NA,GLM_negbin,trawl,NA,Pamilico Sound (USA),NA,NA,5,NA,21,N,35.3,-76,Atlantic,N,N,NA,NA,,,,,similar data from Myers et al. 2007 10.1126/science.1138657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.081705057,0.090393401,0.029174308,0.030872234,0.027329789,0.074555014,0.211029406,0.000001,0.067466863,0.055177436,0.013156746,0.013114394,0.184596243,0.046309912,0.321041288,0.641270564,1.000000766,0.520455417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Batoidea,Rhinopristiformes,Rhinobatidae,Rhinoptera,bonasus,2005,Shepherd_2005,10.1111/j.1461-0248.2005.00807.x,fishery_independent,sCPUE,individual,NA,NA,tow,NA,NA,GLM,trawl,NA,North Gulf of Mexico,NA,NA,6,NA,31,N,27,-84,Atlantic,Y,N,p1099f2,triangles,5,1099,Shepherd_2005_CaribbeanElectricRay.png,Shepherd_2005_CaribbeanElectricRay.txt,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0853,0.0038052,0.0767,0.0424,0.0181,0.00091834,0.014,0.0060375,0.048,0.0052545,0.0177,0.0011797,0.0011097,0.00038974,0.00032673,0.00026022,0.0001902,0.00078415,0.0539,-0.00065929,-0.0013828,-0.00078882,-0.0015123,0.0069617,0.0075521,0.02,0.0034808,0.1683,0.0053187,-0.0013174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,acutus,2020,Braccini_2020,"Braccini, M., Molony, B., & Blay, N. (2020). Patterns in abundance and size of sharks in northwestern Australia: cause for optimism. ICES Journal of Marine Science, 77(1), 72-82.",fishery_independent,sCPUE,individual,NA,NA,100hook_hour,dividided_by_mean,NA,GAM_negbin,longline,"pelagic, depth up to 1180m",northwestern Australia,northwestern Australia,IUCN Extra set Coastal species,34,NA,57,Y,-20,117,Indian,Y,Y,p75f2,standardized,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.546259843,0.466535433,NA,1.337598425,1.219488189,0.558070866,1.163385827,1.272637795,1.420275591,0.431102362,0.953740157,1.393700787,1.313976378,1.045275591,0.605314961,1.328740157,NA,NA,NA
Galeomorphii,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,terraenovae,2017,Peterson_2017,10.1111/faf.12210,fishery_independent,standardized_abundance,individual,NA,NA,NA,NA,NA,delta_lognormal_GLM,longline,NA,Georgia Red Drum Longline Survey (GA LL),Georgia waters,IUCN NWAtlantic sharks and rays - Bahamas June 2019,6,NA,31,N,31.3,-81.2,Atlantic,N,N,Supplementaryp11fS2,Atl. sharpn. Shark GA LL; dots,,,,,"Dynamic Factor Analysis identified two stocks (two trends) without metadata, so we choose to extract raw data instead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.996399,5.831289,5.713054,3.021927,3.714174,4.411101,4.11008,2.875731,NA,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,terraenovae,2017,Peterson_2017,10.1111/faf.12210,fishery_independent,standardized_abundance,individual,NA,NA,NA,NA,NA,delta_lognormal_GLM,gillnet,NA,Gulf of Mexico Shark Pupping and Nursery Area Gillnet Survey (GULFSPAN GN),"St. Andrews Bay to Apalachicola Bay, Florida",IUCN NWAtlantic sharks and rays - Bahamas June 2019,6,NA,31,N,29.8,-85.5,Atlantic,N,N,Supplementaryp11fS2,Atl. sharpn. Shark GULFSPAN GN; dots,,,,,"Dynamic Factor Analysis identified two stocks (two trends) without metadata, so we choose to extract raw data instead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.084904,0.208971,0.082205,0.109315,0.084929,0.104716,0.117451,0.131065,0.087038,0.089588,0.34699,0.329325,0.455038,0.574716,0.608671,0.662139,0.682008,0.541339,0.443933,NA,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,terraenovae,2017,Peterson_2017,10.1111/faf.12210,fishery_independent,standardized_abundance,individual,NA,NA,NA,NA,NA,delta_lognormal_GLM,longline,NA,South Carolina Coastal Longline Survey (SC LL),South Carolina waters,IUCN NWAtlantic sharks and rays - Bahamas June 2019,6,NA,31,N,32.8,-79.6,Atlantic,N,N,Supplementaryp11fS2,Atl. sharpn. Shark SC LL; dots,,,,,"Dynamic Factor Analysis identified two stocks (two trends) without metadata, so we choose to extract raw data instead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1879072,0.1167704,0.1672049,0.1111636,0.1192477,0.1302816,0.1484654,0.1471288,NA,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,terraenovae,2017,Peterson_2017,10.1111/faf.12210,fishery_independent,standardized_abundance,individual,NA,NA,NA,NA,NA,delta_lognormal_GLM,trawl,NA,SouthEast Area Monitoring and Assessment Program-South Atlantic Coastal Trawl Survey (SEAMAP-SA Trawl),North Carolina and eastern Florida waters,IUCN NWAtlantic sharks and rays - Bahamas June 2019,6,NA,31,N,32.8,-79.2,Atlantic,N,N,Supplementaryp11fS2,Atl. sharpn. Shark SEAMAP Trawl; dots,,,,,"Dynamic Factor Analysis identified two stocks (two trends) without metadata, so we choose to extract raw data instead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.011133,0.827942,0.957016,0.876216,0.595636,0.566449,1.093676,0.706718,1.737681,1.110237,1.04455,1.217127,1.370482,2.500257,2.224078,1.65508,2.403802,2.984532,3.271213,2.091418,2.695333,2.074682,1.790519,2.060484,2.495773,1.493871,NA,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,terraenovae,2017,Peterson_2017,10.1111/faf.12210,fishery_independent,standardized_abundance,individual,NA,NA,NA,NA,NA,delta_lognormal_GLM,longline,NA,Southeast Fishery Science Centre Longline Survey (SEFSC LL),Northern Gulf of Mexico and North Carolina waters,IUCN NWAtlantic sharks and rays - Bahamas June 2019,"6,12",NA,"21,31",N,31,-81,Atlantic,N,N,Supplementaryp11fS2,Atl. sharpn. Shark SEFSC LL; dots,,,,,"Dynamic Factor Analysis identified two stocks (two trends) without metadata, so we choose to extract raw data instead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.472001,4.448314,3.611169,3.971356,3.873424,5.672762,1.967908,2.615356,5.744744,3.760725,4.09821,4.366089,3.31581,NA,NA,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,terraenovae,2017,Peterson_2017,10.1111/faf.12210,fishery_independent,standardized_abundance,individual,NA,NA,NA,NA,NA,delta_lognormal_GLM,longline,NA,Virginia Institute of Marine Science Longline Survey (VIMS LL),Chesapeake Bay and coastal Virginia waters,IUCN NWAtlantic sharks and rays - Bahamas June 2019,5,NA,"21,31",N,37,-76,Atlantic,N,N,Supplementaryp11fS2,Atl. sharpn. Shark VIMS LL; dots,,,,,"Dynamic Factor Analysis identified two stocks (two trends) without metadata, so we choose to extract raw data instead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.325078,NA,0.302353,NA,NA,0.507592,0.640679,NA,0.498698,NA,NA,NA,NA,NA,NA,0.465444,0.63003,0.652243,0.351295,NA,0.742286,0.418606,0.285366,0.703522,0.842004,0.191845,0.376127,0.180671,0.134438,0.179162,0.527758,0.522538,1.011402,0.716724,1.135175,0.576644,0.710686,0.728085,1.050457,0.809894,NA,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,terraenovae,2005,Shepherd_2005,10.1111/j.1461-0248.2005.00807.x,fishery_independent,sCPUE,individual,NA,NA,tow,NA,NA,GLM,trawl,NA,North Gulf of Mexico,NA,NA,6,NA,31,N,27,-84,Atlantic,Y,N,p1099f2,triangles,5,1099,Shepherd_2005_AtlanticSharpnoseShark.png,Shepherd_2005_AtlanticSharpnoseShark.txt,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301,0.186,0.7933,0.5629,0.503,0.2575,0.3131,0.2984,0.5044,0.5549,0.5702,0.2696,0.2749,0.4107,0.5816,1.1589,0.1358,0.2214,0.0813,0.3525,0.0669,0.1475,0.198,0.1181,0.1937,0.1438,0.1993,0.3201,0.2201,0.1452,0.1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,terraenovae,2013,SEDAR_2013,SEDAR 2013. SEDAR 34 Stock Assessment Report: Atlantic Sharpnose Shark; SECTION II,stock_assessment,standardized_abundance,individual,NA,NA,NA,NA,NA,"state-space, age-structured production model",multiple,NA,Northwest Atlantic and North Gulf of Mexico,Atlantic and Gulf of Mexico,IUCN NWAtlantic sharks and rays - Bahamas June 2019,"5,6,12","26,28","21,31",Y,30,-80,Atlantic,N,N,p119t3.5.15,N column,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45257730,45003710,44790950,44612550,44461990,44333690,44224260,44130820,44050740,43981870,43922310,43871080,43826880,43788200,43754780,43725360,43699480,43676550,43656300,43638100,43621890,43607280,43593660,42533930,41830930,41012460,40755030,39671890,38567260,37029090,34635660,34170920,33255970,32582980,32071480,31597950,30920840,29947820,28241490,27669020,26375880,25316950,24012360,23686300,23664590,23173210,23093170,23069210,22931310,22448380,22030610,21907168,22114440,22479293,22731634,23294252,24405579,25403334,26325101,27501675,28132584,28863603,NA,NA,NA,NA,NA,NA,NA,NA,NA
Batoidea,Rajiformes,Rajidae,Rostroraja,eglanteria,2019,Sosebee_2019,"2018 NE Skate Stock Status Update (NEFSC, Lead Analyst: K. Sosebee, 8/14/2019)",fishery_independent,sCPUE,kg,NA,NA,tow,NA,Fall season,NA,trawl,NA,NOAA-NEFSC (USA),Northeastern USA,IUCN NWAtlantic sharks and rays - Bahamas June 2019,5,28,21,N,43,-70.5,Atlantic,N,N,p17f1,Clearnose Skate; thin line,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,0.0964221,0.662455,0.100967,0.330226,0.629962,0.123107,0.137786,0.13144,0.155673,0.189699,0.530525,0.266421,0.0706485,0.249544,0.364249,0.769572,0.28202,0.180362,0.526304,0.262936,0.400068,0.603195,1.14118,1.04596,1.09579,0.977654,0.927693,0.601701,0.800285,0.487492,0.477035,0.90266,1.23265,0.8909,0.6766,1.315603885,0.929572991,0.768410384,0.613490708,0.818188,0.3387,NA,0.878410976,NA,NA
Galeomorphii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,canicula,2020,RamírezAmaro_2020,10.1038/s41598-019-56818-9,fishery_independent,standardized_abundance,individual,NA,km2,NA,standardized (minus mean and divided by sd) ,NA,NA,trawl,bottom,"Northern Alboran Sea, Mediterranean Sea",NA,NA,4,NA,37,Y,40.5,1,Mediterranean,Y,Y,p6f4,Scyliorhinus canicula; Density - GSA01 (green),,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.001584786,-0.792393027,-0.374009509,-0.16481775,0.304278922,-0.919175911,-0.792393027,-0.678288431,3.340729002,0.095087163,-0.393026941,-0.101426307,0.304278922,1.93977813,0.057052298,-0.16481775,-0.9318542,-0.088748019,-0.114104596,-0.190174326,-0.228209192,1.001584786,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,canicula,2020,RamírezAmaro_2020,10.1038/s41598-019-56818-9,fishery_independent,standardized_abundance,individual,NA,km2,NA,standardized (minus mean and divided by sd) ,NA,NA,trawl,bottom,"Northern Spain, Mediterranean Sea",NA,NA,4,NA,37,Y,36.5,-2.5,Mediterranean,Y,Y,p6f4,Scyliorhinus canicula; Density - GSA06 (red),,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.305863708,-0.792393027,-0.234548336,0.297939778,-1.724247227,-1.762282092,2.123613312,-1.331220285,-0.190174326,-4.44089E-15,-0.393026941,0.386687797,0.671949287,0.595879556,-0.532488114,0.564183835,0.557844691,1.255150555,-0.570522979,1.160063391,0.595879556,0.665610143,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,canicula,2020,RamírezAmaro_2020,10.1038/s41598-019-56818-9,fishery_independent,standardized_abundance,individual,NA,km2,NA,standardized (minus mean and divided by sd) ,NA,NA,trawl,bottom,Balearic Islands,NA,NA,4,NA,37,Y,39.8,3.6,Mediterranean,Y,Y,p6f4,Scyliorhinus canicula; Density - GSA05 (blue),,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.781299525,0.925515055,-0.64659271,-1.692551506,-0.792393027,0.640253566,1.191759113,-0.063391442,-0.450079239,0.963549921,0.488114105,0.431061807,0.253565769,2.719492868,0.678288431,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,canicula,2020,RamírezAmaro_2020,10.1038/s41598-019-56818-9,fishery_independent,standardized_biomass,kg,NA,km2,NA,standardized (minus mean and divided by sd) ,NA,NA,trawl,bottom,"Northern Alboran Sea, Mediterranean Sea",Northeast_Atlantic,IUCN West Africa July 2020,4,NA,37,Y,40.5,1,Mediterranean,Y,Y,p6f4,Scyliorhinus canicula; Standardized biomass - GSA01 (green),,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.013609851,-0.795852236,-0.375891121,-0.173687622,0.287751134,-0.935839274,-0.806221646,-0.671419313,3.33117304,0.085547634,-0.386260531,-0.10110175,0.292935839,1.931302657,0.054439404,-0.158133506,-0.941023979,-0.085547634,-0.127025275,-0.199611147,-0.246273493,0.977316915,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,canicula,2020,RamírezAmaro_2020,10.1038/s41598-019-56818-9,fishery_independent,standardized_biomass,kg,NA,km2,NA,standardized (minus mean and divided by sd) ,NA,NA,trawl,bottom,"Northern Spain, Mediterranean Sea",Northeast_Atlantic,IUCN West Africa July 2020,4,NA,37,Y,36.5,-2.5,Mediterranean,Y,Y,p6f4,Scyliorhinus canicula; Standardized biomass - GSA06 (red),,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.303953338,-0.795852236,-0.251458198,0.287751134,-1.744653273,-1.775761504,2.112767336,-1.335061568,-0.184057032,0.002592353,-0.386260531,0.381075826,0.671419313,0.593648736,-0.531432275,0.562540506,0.552171095,1.246921581,-0.572909916,1.158781594,0.583279326,0.655865198,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,canicula,2020,RamírezAmaro_2020,10.1038/s41598-019-56818-9,fishery_independent,standardized_biomass,kg,NA,km2,NA,standardized (minus mean and divided by sd) ,NA,NA,trawl,bottom,Balearic Islands,Northeast_Atlantic,IUCN West Africa July 2020,4,NA,37,Y,39.8,3.6,Mediterranean,Y,Y,p6f4,Scyliorhinus canicula; Standardized biomass - GSA05 (blue),,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.786130914,0.915100454,-0.645495787,-1.703175632,-0.790667531,0.629941672,1.189889825,-0.064808814,-0.448476993,0.966947505,0.479585224,0.427738172,0.256642903,2.709008425,0.671419313,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,canicula,2019,ICES_2019,10.17895/ices.pub.5594,fishery_independent,sCPUE,kg,hour,NA,NA,NA,NA,NA,trawl,beam,Irish Sea and Bristol Channel,Northeast_Atlantic,IUCN West Africa July 2020,2,NA,27,N,52.8,-5.3,Atlantic,Y,N,p880t1,Scyliorhinus canicula; Mean catch rate (kg.h-1),,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.84,8.04,7.11,8.52,14.2,11.47,13.02,8.97,11.32,12.4,8.65,19.84,9.15,12.77,12.25,14.38,15.91,14.35,22.29,19.53,21.19,18.45,16.2,17.6,16.42,22.12,NA,NA
