reference_name,reference_doi,species_superorder,species_name,marine_province,location_name,lat,long,date,sex,trait_class,trait_name,standard_name,method_name,model_name,value,value_type,precision,precision_type,precision_upper,sample_size,dubious,validated,validation_type,notes,contributor_id,depth
peverell2005,10.1007/s10641-005-1599-8,Batoidea,Pristis pristis,East Australian coast,"Gulf of Carpentaria, QLD, Australia",-14.3406,139.212,2000-2002,Female,Length,Length at maternity,cm TL,Directly observed,Observational,303,raw_value,,,,1,,,,Pupping when caught,ajudah,
peverell2005,10.1007/s10641-005-1599-8,Batoidea,Pristis pristis,East Australian coast,"Gulf of Carpentaria, QLD, Australia",-14.3406,139.212,2000-2002,Female,Reproduction,Uterine fecundity,n,Macroscopic observation,,4,raw_value,,,,1,TRUE,,,Low sample size ,ajudah,
peverell2005,10.1007/s10641-005-1599-8,Batoidea,Pristis pristis,East Australian coast,"Gulf of Carpentaria, QLD, Australia",-14.3406,139.212,2000-2002,Pooled,Length,Lbirth,cm TL,Free + Embryo,Observational,72,min,,range,93,17,,,,"13 neonate, 4 full term embryo ",ajudah,
peverell2009,,Batoidea,Pristis pristis,East Australian coast,"Gulf of Carpentaria, QLD, Australia",-14.3406,139.212,2000-2003,Male,Length,Length at first maturity,cm TL,,,280,min,,range,300,,,,,,ajudah,
peverell2009,,Batoidea,Pristis pristis,East Australian coast,"Gulf of Carpentaria, QLD, Australia",-14.3406,139.212,2000-2003,Female,Reproduction,Breeding interval,Year,,,1,,,,,,,,,,ajudah,
peverell2009,,Batoidea,Pristis pristis,East Australian coast,"Gulf of Carpentaria, QLD, Australia",-14.3406,139.212,2000-2003,Pooled,Growth,k,Coefficient,Vertebrae,VBFG3 ML,0.08,,,,,41,,,,Observed,ajudah,
peverell2009,,Batoidea,Pristis pristis,East Australian coast,"Gulf of Carpentaria, QLD, Australia",-14.3406,139.212,2000-2003,Pooled,Growth,Linf,Coefficient,Vertebrae,VBFG3 ML,638,,,,,41,,,,Observed,ajudah,
peverell2009,,Batoidea,Pristis pristis,East Australian coast,"Gulf of Carpentaria, QLD, Australia",-14.3406,139.212,2000-2003,Pooled,Growth,t0,Coefficient,Vertebrae,VBFG3 ML,-1.55,,,,,41,,,,,ajudah,
peverell2009,,Batoidea,Pristis pristis,East Australian coast,"Gulf of Carpentaria, QLD, Australia",-14.3406,139.212,2000-2003,Pooled,Growth,L0,Coefficient,Vertebrae,VBFG3 ML,74.4,,,,,41,,,,Observed,ajudah,
peverell2009,,Batoidea,Pristis pristis,East Australian coast,"Gulf of Carpentaria, QLD, Australia",-14.3406,139.212,2000-2003,Pooled,Growth,k,Coefficient,Vertebrae,VBFG3 ML,0.08,,,,,83,,,,Back-Calc,ajudah,
peverell2009,,Batoidea,Pristis pristis,East Australian coast,"Gulf of Carpentaria, QLD, Australia",-14.3406,139.212,2000-2003,Pooled,Growth,Linf,Coefficient,Vertebrae,VBFG3 ML,589,,,,,83,,,,Back-Calc,ajudah,
peverell2009,,Batoidea,Pristis pristis,East Australian coast,"Gulf of Carpentaria, QLD, Australia",-14.3406,139.212,2000-2003,Pooled,Growth,t0,Coefficient,Vertebrae,VBFG3 ML,-1.84,,,,,83,,,,,ajudah,
peverell2009,,Batoidea,Pristis pristis,East Australian coast,"Gulf of Carpentaria, QLD, Australia",-14.3406,139.212,2000-2003,Pooled,Growth,L0,Coefficient,Vertebrae,VBFG3 ML,80.62,,,,,83,,,,Back-Calc,ajudah,
peverell2009,,Batoidea,Pristis pristis,East Australian coast,"Gulf of Carpentaria, QLD, Australia",-14.3406,139.212,2000-2003,Pooled,Length,Lmax-observed,cm TL,Max observed size,Observational,582,max,,,,1,,,,,ajudah,
peverell2009,,Batoidea,Pristis pristis,East Australian coast,"Gulf of Carpentaria, QLD, Australia",-14.3406,139.212,2000-2003,Pooled,Age,Age at first maturity,Year,Vertebrae - Spine - Tooth Plate,Directly from growth curves,8,,,,,44,,,,,ajudah,
peverell2009,,Batoidea,Pristis pristis,East Australian coast,"Gulf of Carpentaria, QLD, Australia",-14.3406,139.212,2000-2003,Pooled,Age,Amax-observed,Year,Vertebrae - Spine - Tooth Plate,Directly from growth curves,28,,,,,1,,,,,ajudah,
peverell2009,,Batoidea,Pristis pristis,East Australian coast,"Gulf of Carpentaria, QLD, Australia",-14.3406,139.212,2000-2003,Pooled,Age,Amax-estimated,Year,Vertebrae - Spine - Tooth Plate,Directly from growth curves,35.6,,,,,1,,,,,ajudah,
peverell2009,,Batoidea,Pristis pristis,East Australian coast,"Gulf of Carpentaria, QLD, Australia",-14.3406,139.212,2000-2003,Pooled,Age,Age at first maturity,Year,Vertebrae - Spine - Tooth Plate,Back calculated,8,,,,,83,,,,,ajudah,
peverell2009,,Batoidea,Pristis pristis,East Australian coast,"Gulf of Carpentaria, QLD, Australia",-14.3406,139.212,2000-2003,Pooled,Age,Amax-observed,Year,Vertebrae - Spine - Tooth Plate,Back calculated,28,,,,,1,,,,,ajudah,
peverell2009,,Batoidea,Pristis pristis,East Australian coast,"Gulf of Carpentaria, QLD, Australia",-14.3406,139.212,2000-2003,Pooled,Age,Amax-estimated,Year,Vertebrae - Spine - Tooth Plate,Back calculated,35.9,,,,,1,,,,,ajudah,
peverell2009,,Batoidea,Anoxypristis cuspidata,East Australian coast,"Gulf of Carpentaria, QLD, Australia",-14.3406,139.212,2000-2003,Pooled,Growth,Linf,Coefficient,Vertebrae,VBFG3 ML,409,raw_value,,,,65,,,,,ajudah,
peverell2009,,Batoidea,Anoxypristis cuspidata,East Australian coast,"Gulf of Carpentaria, QLD, Australia",-14.3406,139.212,2000-2003,Pooled,Growth,k,Coefficient,Vertebrae,VBFG3 ML,0.31,raw_value,,,,65,,,,,ajudah,
peverell2009,,Batoidea,Anoxypristis cuspidata,East Australian coast,"Gulf of Carpentaria, QLD, Australia",-14.3406,139.212,2000-2003,Pooled,Growth,t0,Coefficient,Vertebrae,VBFG3 ML,-0.47,raw_value,,,,65,,,,,ajudah,
peverell2009,,Batoidea,Pristis zijsron,East Australian coast,"Gulf of Carpentaria, QLD, Australia",-14.3406,139.212,2000-2003,Pooled,Growth,Linf,Coefficient,Vertebrae,VBFG3 ML,508,raw_value,,,,19,,,,,ajudah,
peverell2009,,Batoidea,Pristis zijsron,East Australian coast,"Gulf of Carpentaria, QLD, Australia",-14.3406,139.212,2000-2003,Pooled,Growth,k,Coefficient,Vertebrae,VBFG3 ML,0.08,raw_value,,,,19,,,,,ajudah,
peverell2009,,Batoidea,Pristis zijsron,East Australian coast,"Gulf of Carpentaria, QLD, Australia",-14.3406,139.212,2000-2003,Pooled,Growth,t0,Coefficient,Vertebrae,VBFG3 ML,-2.09,raw_value,,,,19,,,,,ajudah,
peverell2009,,Batoidea,Pristis clavata,East Australian coast,"Gulf of Carpentaria, QLD, Australia",-14.3406,139.212,2000-2003,Pooled,Growth,Linf,Coefficient,Vertebrae,VBFG3 ML,540,raw_value,,,,18,,,,,ajudah,
peverell2009,,Batoidea,Pristis clavata,East Australian coast,"Gulf of Carpentaria, QLD, Australia",-14.3406,139.212,2000-2003,Pooled,Growth,k,Coefficient,Vertebrae,VBFG3 ML,0.12,raw_value,,,,18,,,,,ajudah,
peverell2009,,Batoidea,Pristis clavata,East Australian coast,"Gulf of Carpentaria, QLD, Australia",-14.3406,139.212,2000-2003,Pooled,Growth,t0,Coefficient,Vertebrae,VBFG3 ML,-1.12,raw_value,,,,18,,,,,ajudah,
peverell2009,,Batoidea,Pristis pristis,East Australian coast,"Gulf of Carpentaria, QLD, Australia",-14.3406,139.212,2000-2003,Pooled,Growth,APE,Coefficient,Vertebrae,VBFG3 ML,6.1,raw_value,,,,,,,,IAPE,ajudah,
peverell2009,,Batoidea,Anoxypristis cuspidata,East Australian coast,"Gulf of Carpentaria, QLD, Australia",-14.3406,139.212,2000-2003,Pooled,Growth,APE,Coefficient,Vertebrae,VBFG3 ML,4.9,raw_value,,,,,,,,IAPE,ajudah,
peverell2009,,Batoidea,Pristis pristis,East Australian coast,"Gulf of Carpentaria, QLD, Australia",-14.3406,139.212,2000-2003,Pooled,Growth,PA,Coefficient,Vertebrae,VBFG3 ML,0.862,raw_value,,,,33,,,,Percent agreement,ajudah,
peverell2009,,Batoidea,Anoxypristis cuspidata,East Australian coast,"Gulf of Carpentaria, QLD, Australia",-14.3406,139.212,2000-2003,Pooled,Growth,PA,Coefficient,Vertebrae,VBFG3 ML,0.94,raw_value,,,,58,,,,Percent agreement,ajudah,
peverell2009,,Batoidea,Anoxypristis cuspidata,East Australian coast,"Gulf of Carpentaria, QLD, Australia",-14.3406,139.212,2000-2003,Male,Length,Length at first maturity,cm TL,Directly observed,Observational,203,raw_value,,,,12,,,,,ajudah,
peverell2009,,Batoidea,Anoxypristis cuspidata,East Australian coast,"Gulf of Carpentaria, QLD, Australia",-14.3406,139.212,2000-2003,Female,Length,Length at first maturity,cm TL,Directly observed,Observational,225,raw_value,,,,15,,,,,ajudah,
peverell2009,,Batoidea,Anoxypristis cuspidata,East Australian coast,"Gulf of Carpentaria, QLD, Australia",-14.3406,139.212,2000-2003,Pooled,Age,Amax-estimated,Year,Vertebrae - Spine - Tooth Plate,Directly from growth curves,9,max,,,,,,,,,ajudah,
peverell2009,,Batoidea,Pristis zijsron,East Australian coast,"Gulf of Carpentaria, QLD, Australia",-14.3406,139.212,2000-2003,Pooled,Age,Amax-estimated,Year,Vertebrae - Spine - Tooth Plate,Directly from growth curves,25,max,,,,,,,,,ajudah,
peverell2009,,Batoidea,Pristis clavata,East Australian coast,"Gulf of Carpentaria, QLD, Australia",-14.3406,139.212,2000-2003,Pooled,Age,Amax-estimated,Year,Vertebrae - Spine - Tooth Plate,Directly from growth curves,34,max,,,,,,,,,ajudah,
peverell2009,,Batoidea,Pristis clavata,East Australian coast,"Gulf of Carpentaria, QLD, Australia",-14.3406,139.212,2000-2003,Male,Length,Length at first maturity,cm TL,Directly observed,Observational,295,min,,,,1,,,,,ajudah,
peverell2009,,Batoidea,Pristis zijsron,East Australian coast,"Gulf of Carpentaria, QLD, Australia",-14.3406,139.212,2000-2003,Male,Length,Lmax-observed,cm TL,Max observed size,Observational,482,max,,,,1,,,,,ajudah,
peverell2009,,Batoidea,Pristis pristis,East Australian coast,"Gulf of Carpentaria, QLD, Australia",-14.3406,139.212,2000-2003,Pooled,Length,Lbirth,cm TL,Directly observed,Observational,76,raw_value,,,,,,,,,ajudah,
peverell2009,,Batoidea,Pristis clavata,East Australian coast,"Gulf of Carpentaria, QLD, Australia",-14.3406,139.212,2000-2003,Pooled,Length,Lbirth,cm TL,Directly observed,Observational,81,raw_value,,,,,,,,,ajudah,
peverell2009,,Batoidea,Pristis zijsron,East Australian coast,"Gulf of Carpentaria, QLD, Australia",-14.3406,139.212,2000-2003,Pooled,Length,Lbirth,cm TL,Directly observed,Observational,76,raw_value,,,,,,,,,ajudah,
peverell2009,,Batoidea,Anoxypristis cuspidata,East Australian coast,"Gulf of Carpentaria, QLD, Australia",-14.3406,139.212,2000-2003,Pooled,Length,Lbirth,cm TL,Directly observed,Observational,56,raw_value,,,,,,,,,ajudah,
peverell2009,,Batoidea,Anoxypristis cuspidata,East Australian coast,"Gulf of Carpentaria, QLD, Australia",-14.3406,139.212,2000-2003,Female,Age,Amax-estimated,Year,Vertebrae - Spine - Tooth Plate,Directly from growth curves,5,max,,,,1,TRUE,,,Low a max observed,ajudah,
peverell2009,,Batoidea,Anoxypristis cuspidata,East Australian coast,"Gulf of Carpentaria, QLD, Australia",-14.3406,139.212,2000-2003,Male,Length,Lmax-observed,cm TL,Max observed size,Observational,306,max,,,,,,,,,ajudah,
pogonoski2002,,Batoidea,Pristis pristis,East Australian coast,Australia ,,,,Pooled,Length,Lbirth,cm TL,Smallest free swimming individual,,76.5,,,,,,,,,,ajudah,
poulakis2011,10.1071/MF11008,Batoidea,Pristis pectinata,Caribbean,"Charlotte Harbor Estuarine System, Florida",,,2004-2009,Pooled,Length,Lbirth,cm TL,Smallest free swimming individual,Observational,67.1,min,,range,81.2,137,,,,STL,ajudah,
poulakis2011,10.1071/MF11008,Batoidea,Pristis pectinata,Caribbean,"Charlotte Harbor Estuarine System, Florida",,,2004-2009,Female,Reproduction,Parturition,Month,,,November,min,,range,July,137,,,,Based on captre of smallest juveniles,ajudah,
poulakis2011,10.1071/MF11008,Batoidea,Pristis pectinata,Caribbean,"Charlotte Harbor Estuarine System, Florida",,,2004-2009,Pooled,Length,Lmax-observed,cm TL,Max observed size,Observational,432.7,max,,,,1,,,,"based on mortality reported by public, necropsy performed ",ajudah,
carlson2015,10.1002/aqc.2434,Batoidea,Pristis pectinata,Caribbean,South Florida,27.5,-82.5,2003-2012,Female,Length,Lmax-observed,cm TL,Max observed size,Observational,435,max,,,,1,TRUE,1,,small sample size 9 inidv,ajudah,
carlson2015,10.1002/aqc.2434,Batoidea,Pristis pectinata,Caribbean,South Florida,27.5,-82.5,2003-2012,Female,Age,Amax-estimated,Year,Back calculated,Directly from growth curves,14,max,,,,1,TRUE,1,,"VBGF3 ML, small sample size 9 indiv",ajudah,
carlson2015,10.1002/aqc.2434,Batoidea,Pristis pectinata,Caribbean,South Florida,27.5,-82.5,2003-2012,Male,Length,Lmax-observed,cm TL,Max observed size,Observational,381,max,,,,1,TRUE,1,,small sample size 6 inidv,ajudah,
carlson2015,10.1002/aqc.2434,Batoidea,Pristis pectinata,Caribbean,South Florida,27.5,-82.5,2003-2012,Male,Age,Amax-estimated,Year,Back calculated,Directly from growth curves,10.8,max,,,,1,TRUE,1,,"VBGF3 ML, small sample size 6 indiv",ajudah,
carlson2015,10.1002/aqc.2434,Batoidea,Pristis pectinata,Caribbean,South Florida,27.5,-82.5,2003-2012,Pooled,Growth,APE,Coefficient,Vertebrae,VBFG3 ML,3.93,raw_value,,,,15,,1,,%,ajudah,
carlson2015,10.1002/aqc.2434,Batoidea,Pristis pectinata,Caribbean,South Florida,27.5,-82.5,2003-2012,Pooled,Growth,Linf,Coefficient,Vertebrae,VBFG3 ML,448,mean,80,95% Confidence Interval,,15,,1,,,ajudah,
carlson2015,10.1002/aqc.2434,Batoidea,Pristis pectinata,Caribbean,South Florida,27.5,-82.5,2003-2012,Pooled,Growth,k,Coefficient,Vertebrae,VBFG3 ML,0.219,mean,0.153,95% Confidence Interval,,15,,1,,,ajudah,
carlson2015,10.1002/aqc.2434,Batoidea,Pristis pectinata,Caribbean,South Florida,27.5,-82.5,2003-2012,Pooled,Growth,t0,Coefficient,Vertebrae,VBFG3 ML,0.81,mean,1.12,95% Confidence Interval,,15,,1,,,ajudah,
carlson2015,10.1002/aqc.2434,Batoidea,Pristis pectinata,Caribbean,South Florida,27.5,-82.5,2003-2012,Female,Age,Amax-estimated,Year,Vertebrae - Spine - Tooth Plate,Directly from growth curves,30,raw_value,,,,,,,,VBGF,ajudah,
simpfendorfer2000,10.1023/A:1007675111597,Batoidea,Pristis pristis,Central American coast,Lake Nicaragua-Rio San Juan System,,,,Pooled,Demography,Natural mortality,Coefficient,,,0.139,min,,range,0.155,,,,,,ajudah,
simpfendorfer2000,10.1023/A:1007675111597,Batoidea,Pristis pristis,Central American coast,Lake Nicaragua-Rio San Juan System,,,,Pooled,Demography,Natural mortality,Coefficient,,,0.27,,,,,,,,,First Year,ajudah,
simpfendorfer2000,10.1023/A:1007675111597,Batoidea,Pristis pristis,Central American coast,Lake Nicaragua-Rio San Juan System,,,,Pooled,Demography,Natural mortality,Coefficient,,,0.09,,,,,,,,,Last Year ,ajudah,
simpfendorfer2000,10.1023/A:1007675111597,Batoidea,Pristis pristis,Central American coast,Lake Nicaragua-Rio San Juan System,,,,Pooled,Demography,rmax,Coefficient,,,0.05,min,,range,0.07,,,,,,ajudah,
simpfendorfer2000,10.1023/A:1007675111597,Batoidea,Pristis pristis,Central American coast,Lake Nicaragua-Rio San Juan System,,,,Female,Growth,k,Coefficient,Mark-Recapture,VBFG3 ML,0.089,,,,,,,,,Based on Thorson1982a,ajudah,
simpfendorfer2000,10.1023/A:1007675111597,Batoidea,Pristis pristis,Central American coast,Lake Nicaragua-Rio San Juan System,,,,Female,Growth,Linf,Coefficient,Mark-Recapture,VBFG3 ML,456,,,,,,,,,Based on Thorson1982a,ajudah,
simpfendorfer2000,10.1023/A:1007675111597,Batoidea,Pristis pristis,Central American coast,Lake Nicaragua-Rio San Juan System,,,,Female,Growth,t0,Coefficient,Mark-Recapture,VBFG3 ML,-1.98,,,,,,,,,,ajudah,
simpfendorfer2000,10.1023/A:1007675111597,Batoidea,Pristis pristis,Central American coast,Lake Nicaragua-Rio San Juan System,,,,Pooled,Growth,L0,Coefficient,Mark-Recapture,VBFG3 ML,73.67,,,,,,,,,Based on Thorson1982a,ajudah,
simpfendorfer2000,10.1023/A:1007675111597,Batoidea,Pristis pristis,Central American coast,Lake Nicaragua-Rio San Juan System,,,,Pooled,Relationships,b,Coefficient,Derived,,2.56,,,,,24,,,,W = aL^b,ajudah,
simpfendorfer2000,10.1023/A:1007675111597,Batoidea,Pristis pristis,Central American coast,Lake Nicaragua-Rio San Juan System,,,,Pooled,Relationships,a,Coefficient,Derived,,4.00E-05,,,,,24,,,,W = aL^b,ajudah,
simpfendorfer2000,10.1023/A:1007675111597,Batoidea,Pristis pectinata,Central American coast,"Western Atlantic, likely Florida",,,,Female,Demography,Natural mortality,Coefficient,Derived,,0.139,,,,,,,,,"RP = 2, Amax = 30, A_mat = 10, data from bigelow1953, Hoenig method for M used",ajudah,
simpfendorfer2000,10.1023/A:1007675111597,Batoidea,Pristis pectinata,Central American coast,"Western Atlantic, likely Florida",,,,Female,Demography,Natural mortality,Coefficient,Derived,,0.083,,,,,,,,,"RP = 2, Amax = 50, A_mat = 17, data from bigelow1953, Hoenig method for M used",ajudah,
simpfendorfer2000,10.1023/A:1007675111597,Batoidea,Pristis pectinata,Central American coast,"Western Atlantic, likely Florida",,,,Female,Demography,Natural mortality,Coefficient,Derived,,0.059,,,,,,,,,"RP = 2, Amax = 70, A_mat = 24, data from bigelow1953, Hoenig method for M used",ajudah,
simpfendorfer2000,10.1023/A:1007675111597,Batoidea,Pristis pectinata,Central American coast,"Western Atlantic, likely Florida",,,,Female,Demography,Natural mortality,Coefficient,Derived,,0.083,,,,,,,,,"RP = 3, Amax = 50, A_mat = 17, data from bigelow1953, Hoenig method for M used",ajudah,
simpfendorfer2000,10.1023/A:1007675111597,Batoidea,Pristis pectinata,Central American coast,"Western Atlantic, likely Florida",,,,Female,Demography,Natural mortality,Coefficient,Derived,,0.083,,,,,,,,,"RP = 1, Amax = 50, A_mat = 17, data from bigelow1953, Hoenig method for M used",ajudah,
simpfendorfer2000,10.1023/A:1007675111597,Batoidea,Pristis pectinata,Central American coast,"Western Atlantic, likely Florida",,,,Female,Demography,rmax,Coefficient,Derived,,0.127,,,,,,,,,"RP = 2, Amax = 30, A_mat = 10, data from bigelow1953, Hoenig method for M used",ajudah,
simpfendorfer2000,10.1023/A:1007675111597,Batoidea,Pristis pectinata,Central American coast,"Western Atlantic, likely Florida",,,,Female,Demography,rmax,Coefficient,Derived,,0.099,,,,,,,,,"RP = 2, Amax = 50, A_mat = 17, data from bigelow1953, Hoenig method for M used",ajudah,
simpfendorfer2000,10.1023/A:1007675111597,Batoidea,Pristis pectinata,Central American coast,"Western Atlantic, likely Florida",,,,Female,Demography,rmax,Coefficient,Derived,,0.081,,,,,,,,,"RP = 2, Amax = 70, A_mat = 24, data from bigelow1953, Hoenig method for M used",ajudah,
simpfendorfer2000,10.1023/A:1007675111597,Batoidea,Pristis pectinata,Central American coast,"Western Atlantic, likely Florida",,,,Female,Demography,rmax,Coefficient,Derived,,0.081,,,,,,,,,"RP = 3, Amax = 50, A_mat = 17, data from bigelow1953, Hoenig method for M used",ajudah,
simpfendorfer2000,10.1023/A:1007675111597,Batoidea,Pristis pectinata,Central American coast,"Western Atlantic, likely Florida",,,,Female,Demography,rmax,Coefficient,Derived,,0.13,,,,,,,,,"RP = 1, Amax = 50, A_mat = 17, data from bigelow1953, Hoenig method for M used",ajudah,
simpfendorfer2008a,10.1111/j.1095-8649.2007.01764.x,Batoidea,Pristis pectinata,Caribbean,South-west Florida & Florida Keys,,,1999-2006,Pooled,Length,Lmax-observed,cm TL,Max observed size,Observational,496,max,,,,1,,,,,ajudah,
simpfendorfer2008a,10.1111/j.1095-8649.2007.01764.x,Batoidea,Pristis pectinata,Caribbean,South-west Florida & Florida Keys,,,1999-2006,Male,Length,Length at first maturity,cm TL,Directly observed,Observational,253,min,,range,381,,TRUE,,,"Based on extremely preliminary data via Length-Frequency, based on claspers - not analyzed (dubious)",ajudah,
simpfendorfer2008a,10.1111/j.1095-8649.2007.01764.x,Batoidea,Pristis pectinata,Caribbean,South-west Florida & Florida Keys,,,1999-2006,Pooled,Growth,k,Coefficient,Length-Frequency,VBFG3 ML,0.189,raw_value,,,,144,,,,"ELEFAN non-seasonal method, score = 0.568",ajudah,
simpfendorfer2008a,10.1111/j.1095-8649.2007.01764.x,Batoidea,Pristis pectinata,Caribbean,South-west Florida & Florida Keys,,,1999-2006,Pooled,Growth,Linf,Coefficient,Length-Frequency,VBFG3 ML,527,raw_value,,,,144,,,,"ELEFAN non-seasonal method, score = 0.568",ajudah,
simpfendorfer2008a,10.1111/j.1095-8649.2007.01764.x,Batoidea,Pristis pectinata,Caribbean,South-west Florida & Florida Keys,,,1999-2006,Pooled,Growth,t0,Coefficient,Length-Frequency,VBFG3 ML,-0.59,raw_value,,,,144,,,,"ELEFAN non-seasonal method, score = 0.568",ajudah,
simpfendorfer2008a,10.1111/j.1095-8649.2007.01764.x,Batoidea,Pristis pectinata,Caribbean,South-west Florida & Florida Keys,,,1999-2006,Pooled,Growth,k,Coefficient,Length-Frequency,VBFG3 ML,0.189,raw_value,,,,144,,,,"ELEFAN  seasonal method, score = 0.664, ts = -0.334, C = 0.687",ajudah,
simpfendorfer2008a,10.1111/j.1095-8649.2007.01764.x,Batoidea,Pristis pectinata,Caribbean,South-west Florida & Florida Keys,,,1999-2006,Pooled,Growth,Linf,Coefficient,Length-Frequency,VBFG3 ML,527,raw_value,,,,144,,,,"ELEFAN  seasonal method, score = 0.664, ts = -0.334, C = 0.687",ajudah,
simpfendorfer2008a,10.1111/j.1095-8649.2007.01764.x,Batoidea,Pristis pectinata,Caribbean,South-west Florida & Florida Keys,,,1999-2006,Pooled,Growth,t0,Coefficient,Length-Frequency,VBFG3 ML,-0.53,raw_value,,,,144,,,,"ELEFAN  seasonal method, score = 0.664, ts = -0.334, C = 0.687",ajudah,
simpfendorfer2008a,10.1111/j.1095-8649.2007.01764.x,Batoidea,Pristis pectinata,Caribbean,South-west Florida & Florida Keys,,,1999-2006,Pooled,Growth,k,Coefficient,Length-Frequency,VBFG3 ML,0.14,raw_value,,,,144,,,,"PROJMAT non-seasonal method, score = -2.790",ajudah,
simpfendorfer2008a,10.1111/j.1095-8649.2007.01764.x,Batoidea,Pristis pectinata,Caribbean,South-west Florida & Florida Keys,,,1999-2006,Pooled,Growth,Linf,Coefficient,Length-Frequency,VBFG3 ML,600,raw_value,,,,144,,,,"PROJMAT non-seasonal method, score = -2.790; STRETCHED TOTAL LENGTH",ajudah,
simpfendorfer2008a,10.1111/j.1095-8649.2007.01764.x,Batoidea,Pristis pectinata,Caribbean,South-west Florida & Florida Keys,,,1999-2006,Pooled,Growth,t0,Coefficient,Length-Frequency,VBFG3 ML,-0.863,raw_value,,,,144,,,,"PROJMAT non-seasonal method, score = -2.790",ajudah,
simpfendorfer2008a,10.1111/j.1095-8649.2007.01764.x,Batoidea,Pristis pectinata,Caribbean,South-west Florida & Florida Keys,,,1999-2006,Pooled,Growth,k,Coefficient,Length-Frequency,VBFG3 ML,0.134,raw_value,,,,144,,,,"PROJMAT seasonal method, score = -2.775, ts = 0.433, C = 0.182",ajudah,
simpfendorfer2008a,10.1111/j.1095-8649.2007.01764.x,Batoidea,Pristis pectinata,Caribbean,South-west Florida & Florida Keys,,,1999-2006,Pooled,Growth,Linf,Coefficient,Length-Frequency,VBFG3 ML,625,raw_value,,,,144,,,,"PROJMAT seasonal method, score = -2.775, ts = 0.433, C = 0.182",ajudah,
simpfendorfer2008a,10.1111/j.1095-8649.2007.01764.x,Batoidea,Pristis pectinata,Caribbean,South-west Florida & Florida Keys,,,1999-2006,Pooled,Growth,t0,Coefficient,Length-Frequency,VBFG3 ML,-0.828,raw_value,,,,144,,,,"PROJMAT seasonal method, score = -2.775, ts = 0.433, C = 0.182",ajudah,
SImpfendorfer2008a,10.1111/j.1095-8649.2007.01764.x,Batoidea,Pristis pectinata,Caribbean,South-west Florida & Florida Keys,,,1999-2006,Pooled,Length,Lbirth,cm TL,Back calculated,Directly from growth curves,69,min,,range,81,144,,,,length-frequency & tag recapture,ajudah,
tan1998,,Batoidea,Pristis pristis,East Australian coast,"Batang Hari Basin, Central Sumatra, Indonesia",,,,Pooled,Length,Lbirth,cm TL,Smallest free swimming individual,,87,,,,,,,,,,ajudah,
tanaka1991,,Batoidea,Pristis pristis,East Australian coast,Oriomo River Estuary & other areas of Northern Australia and Papua New Guinea,,,,Pooled,Growth,k,Coefficient,Vertebrae,VBFG3 ML,0.066,,,,,36,,,,Observed,ajudah,
tanaka1991,,Batoidea,Pristis pristis,East Australian coast,Oriomo River Estuary & other areas of Northern Australia and Papua New Guinea,,,,Pooled,Growth,Linf,Coefficient,Vertebrae,VBFG3 ML,363,,,,,36,,,,Observed,ajudah,
tanaka1991,,Batoidea,Pristis pristis,East Australian coast,Oriomo River Estuary & other areas of Northern Australia and Papua New Guinea,,,,Pooled,Growth,L0,Coefficient,Vertebrae,VBFG3 ML,85.51,,,,,36,,,,Observed,ajudah,
tanaka1991,,Batoidea,Pristis pristis,East Australian coast,Oriomo River Estuary & other areas of Northern Australia and Papua New Guinea,,,,Pooled,Growth,k,Coefficient,Vertebrae,VBFG3 ML,0.047,,,,,36,,,,Back-Calc,ajudah,
tanaka1991,,Batoidea,Pristis pristis,East Australian coast,Oriomo River Estuary & other areas of Northern Australia and Papua New Guinea,,,,Pooled,Growth,Linf,Coefficient,Vertebrae,VBFG3 ML,398,,,,,36,,,,Back-Calc,ajudah,
tanaka1991,,Batoidea,Pristis pristis,East Australian coast,Oriomo River Estuary & other areas of Northern Australia and Papua New Guinea,,,,Pooled,Growth,L0,Coefficient,Vertebrae,VBFG3 ML,91.24,,,,,36,,,,Back-Calc,ajudah,
tanaka1991,,Batoidea,Pristis pristis,East Australian coast,Oriomo River Estuary & other areas of Northern Australia and Papua New Guinea,,,,Pooled,Length,Lmax-observed,cm TL,,,361.1,max,,,,,,,,,ajudah,
tanaka1991,,Batoidea,Pristis pristis,East Australian coast,Oriomo River Estuary & other areas of Northern Australia and Papua New Guinea,,,,Pooled,Age,Age at first maturity,Year,Vertebrae - Spine - Tooth Plate,Directly from growth curves,20,,,,,,,,,,ajudah,
tanaka1991,,Batoidea,Pristis pristis,East Australian coast,Oriomo River Estuary & other areas of Northern Australia and Papua New Guinea,,,,Pooled,Age,Amax-observed,Year,Vertebrae - Spine - Tooth Plate,Directly from growth curves,44,,,,,,,,,,ajudah,
tanaka1991,,Batoidea,Pristis pristis,East Australian coast,Oriomo River Estuary & other areas of Northern Australia and Papua New Guinea,,,,Pooled,Age,Amax-estimated,Year,Vertebrae - Spine - Tooth Plate,Directly from growth curves,41.3,,,,,,,,,,ajudah,
tanaka1991,,Batoidea,Pristis pristis,East Australian coast,Oriomo River Estuary & other areas of Northern Australia and Papua New Guinea,,,,Pooled,Age,Age at first maturity,Year,Vertebrae - Spine - Tooth Plate,Back calculated,20,,,,,,,,,,ajudah,
