reference_name,reference_doi,species_superorder,species_name,marine_province,location_name,lat,long,date,sex,trait_class,trait_name,standard_name,method_name,model_name,value,value_type,precision,precision_type,precision_upper,sample_size,dubious,validated,validation_type,notes,contributor_id,depth
blancoparra2008,,Galeomorphii,Prionace glauca,Coastal Californian current,Baja California peninsula,,,2000-2003,Male,Growth,t0,Year,Vertebrae,VBFG3 ML,-2.44,mean,,,,122,,,,,egarcia,
blancoparra2008,,Galeomorphii,Prionace glauca,Coastal Californian current,Baja California peninsula,,,2000-2003,Female,Growth,t0,Year,Vertebrae,VBFG3 ML,-2.15,mean,,,,62,,,,,egarcia,
blancoparra2008,,Galeomorphii,Prionace glauca,Coastal Californian current,Baja California peninsula,,,2000-2003,Pooled,Growth,t0,Year,Vertebrae,VBFG3 ML,-2.68,mean,,,,184,,,,,egarcia,
blancoparra2008,,Galeomorphii,Prionace glauca,Coastal Californian current,Baja California peninsula,,,2000-2003,Pooled,Growth,PA,Coefficient,,,73,mean,,,,149,,,,,egarcia,
blancoparra2009b,10.1017/S0025315409990348,Batoidea,Zapteryx exasperata,Central American coast,Gulf of California,,,1998-2000/2004-2005,Female,Length,Lmat50,cm DW,Macroscopic dissection,,69.2,mean,66.974,95% Confidence Interval,70.13,226,,,,,lsaldana,
blancoparra2009b,10.1017/S0025315409990348,Batoidea,Zapteryx exasperata,Central American coast,Gulf of California,,,1998-2000/2004-2005,Male,Length,Lmat50,cm DW,Macroscopic dissection,,64,mean,63.17,95% Confidence Interval,65.3,321,,,,,lsaldana,
blancoparra2009b,10.1017/S0025315409990348,Batoidea,Zapteryx exasperata,Central American coast,Gulf of California,,,1998-2000/2004-2005,Female,Length,Length at first maturity,cm DW,Macroscopic dissection,,66.5,raw_value,,,,226,,,,,lsaldana,
blancoparra2009b,10.1017/S0025315409990348,Batoidea,Zapteryx exasperata,Central American coast,Gulf of California,,,1998-2000/2004-2005,Male,Length,Length at first maturity,cm DW,Macroscopic dissection,,58.2,raw_value,,,,321,,,,,lsaldana,
blancoparra2009b,10.1017/S0025315409990348,Batoidea,Zapteryx exasperata,Central American coast,Gulf of California,,,1998-2000/2004-2005,Female,Length,Length of largest immature,cm DW,Macroscopic dissection,,75,raw_value,,,,226,,,,,lsaldana,
blancoparra2009b,10.1017/S0025315409990348,Batoidea,Zapteryx exasperata,Central American coast,Gulf of California,,,1998-2000/2004-2005,Female,Length,Length at maternity,cm DW,Macroscopic dissection,,64,raw_value,,,,195,,,,,lsaldana,
blancoparra2009b,10.1017/S0025315409990348,Batoidea,Zapteryx exasperata,Central American coast,Gulf of California,,,1998-2000/2004-2005,Pooled,Length,Lbirth,cm DW,,,18.7,raw_value,,,,547,,,,,lsaldana,
blancoparra2009b,10.1017/S0025315409990348,Batoidea,Zapteryx exasperata,Central American coast,Gulf of California,,,1998-2000/2004-2005,Female,Length,Lmat50,cm TL,Macroscopic dissection,,69,mean,68.12,95% Confidence Interval,72.25,226,,,,,lsaldana,
blancoparra2009b,10.1017/S0025315409990348,Batoidea,Zapteryx exasperata,Central American coast,Gulf of California,,,1998-2000/2004-2005,Male,Length,Lmat50,cm TL,Macroscopic dissection,,64,mean,62.32,95% Confidence Interval,65.72,287,,,,,lsaldana,
blancoparra2009b,10.1017/S0025315409990348,Batoidea,Zapteryx exasperata,Central American coast,Gulf of California,,,1998-2000/2004-2005,Female,Length,Length at first maturity,cm TL,Macroscopic dissection,,66.5,raw_value,,,,226,,,,,lsaldana,
blancoparra2009b,10.1017/S0025315409990348,Batoidea,Zapteryx exasperata,Central American coast,Gulf of California,,,1998-2000/2004-2005,Male,Length,Length at first maturity,cm TL,Macroscopic dissection,,58,raw_value,,,,287,,,,,lsaldana,
blancoparra2009b,10.1017/S0025315409990348,Batoidea,Zapteryx exasperata,Central American coast,Gulf of California,,,1998-2000/2004-2005,Female,Length,Length of largest immature,cm TL,Macroscopic dissection,,75,raw_value,,,,226,,,,,lsaldana,
blancoparra2009b,10.1017/S0025315409990348,Batoidea,Zapteryx exasperata,Central American coast,Gulf of California,,,1998-2000/2004-2005,Female,Length,Length at maternity,cm TL,Macroscopic dissection,,64,raw_value,,,,513,,,,,lsaldana,
blancoparra2009b,10.1017/S0025315409990348,Batoidea,Zapteryx exasperata,Central American coast,Gulf of California,,,1998-2000/2004-2005,Pooled,Length,Lbirth,cm TL,,,18.7,raw_value,,,,,,,,,lsaldana,
blancoparra2009b,10.1017/S0025315409990348,Batoidea,Zapteryx exasperata,Central American coast,Gulf of California,,,1998-2000/2004-2005,Female,Reproduction,Ovum diameter,mm,Macroscopic observation,,40,,,,,226,,,,,lsaldana,
blancoparra2009b,10.1017/S0025315409990348,Batoidea,Zapteryx exasperata,Central American coast,Gulf of California,,,1998-2000/2004-2005,Female,Reproduction,Max oviducal width,mm,Macroscopic observation,,35,,,,,226,,,,,lsaldana,
blancoparra2009b,10.1017/S0025315409990348,Batoidea,Zapteryx exasperata,Central American coast,Gulf of California,,,1998-2000/2004-2005,Female,Reproduction,Max uterine width,mm,Macroscopic observation,,80,,,,,226,,,,,lsaldana,
blancoparra2009b,10.1017/S0025315409990348,Batoidea,Zapteryx exasperata,Central American coast,Gulf of California,,,1998-2000/2004-2005,Female,Reproduction,Uterine fecundity,mm,Macroscopic observation,,7.15,mean,1,range,12,195,,,,,lsaldana,
blancoparra2009b,10.1017/S0025315409990348,Batoidea,Zapteryx exasperata,Central American coast,Gulf of California,,,1998-2000/2004-2005,Female,Reproduction,Max oviducal width,mm,Macroscopic observation,,35,raw_value,,,,226,,,,,lsaldana,
blancoparra2009b,10.1017/S0025315409990348,Batoidea,Zapteryx exasperata,Central American coast,Gulf of California,,,1998-2000/2004-2005,Female,Reproduction,Max uterine width,mm,Macroscopic observation,,80,raw_value,,,,226,,,,,lsaldana,
blancoparra2009b,10.1017/S0025315409990348,Batoidea,Zapteryx exasperata,Central American coast,Gulf of California,,,1998-2000/2004-2005,Female,Reproduction,Ovum diameter,mm,Macroscopic observation,,40,raw_value,,,,226,,,,,lsaldana,
blancoparra2009b,10.1017/S0025315409990348,Batoidea,Zapteryx exasperata,Central American coast,Gulf of California,,,1998-2000/2004-2005,Female,Reproduction,Gestation length,Month,Macroscopic observation,,5,,,,,81,,,,,lsaldana,
blancoparra2009b,10.1017/S0025315409990348,Batoidea,Zapteryx exasperata,Central American coast,Gulf of California,,,1998-2000/2004-2005,Female,Reproduction,Uterine fecundity,n,Macroscopic observation,,7,mean,2,range,13,81,,,,,lsaldana,
blancoparra2009b,10.1017/S0025315409990348,Batoidea,Zapteryx exasperata,Central American coast,Gulf of California,,,1998-2000/2004-2005,Female,Reproduction,Ovarian fecundity,n,Macroscopic observation,,7,mean,3,standard deviation,,81,,,,,lsaldana,
blancoparra2009b,10.1017/S0025315409990348,Batoidea,Zapteryx exasperata,Central American coast,Gulf of California,,,1998-2000/2004-2005,Female,Reproduction,Uterine fecundity,n,Macroscopic observation,,7.15,mean,2.9,standard deviation,,195,,,,,lsaldana,
blancoparra2009b,10.1017/S0025315409990348,Batoidea,Zapteryx exasperata,Central American coast,Gulf of California,,,1998-2000/2004-2005,Female,Reproduction,Breeding interval,Year,Macroscopic observation,,1,,,,,81,,,,,lsaldana,
bonfil1993,,Galeomorphii,Carcharhinus falciformis,Caribbean,Gulf of Mexico,,,1985-1989,Female,Growth,Linf,cm,Vertebrae,VBFG3 ML,314.9,raw_value,,,,386,,,,,lsaldana,
bonfil1993,,Galeomorphii,Carcharhinus falciformis,Caribbean,Gulf of Mexico,,,1985-1989,Male,Growth,Linf,cm,Vertebrae,VBFG3 ML,301,raw_value,,,,352,,,,,lsaldana,
bonfil1993,,Galeomorphii,Carcharhinus falciformis,Caribbean,Gulf of Mexico,,,1985-1989,Female,Length,Length at first maturity,cm TL,Macroscopic dissection,,232,raw_value,,,,386,,,,,lsaldana,
bonfil1993,,Galeomorphii,Carcharhinus falciformis,Caribbean,Gulf of Mexico,,,1985-1989,Male,Length,Length at first maturity,cm TL,Macroscopic dissection,,225,raw_value,,,,352,,,,,lsaldana,
bonfil1993,,Galeomorphii,Carcharhinus falciformis,Caribbean,Gulf of Mexico,,,1985-1989,Pooled,Length,Lbirth,cm TL,Free + Embryo,,76,raw_value,,,,,,,,,lsaldana,
bonfil1993,,Galeomorphii,Carcharhinus falciformis,Caribbean,Gulf of Mexico,,,1985-1989,Female,Growth,k,Coefficient,Vertebrae,VBFG3 ML,0.091,raw_value,,,,386,,,,,lsaldana,
bonfil1993,,Galeomorphii,Carcharhinus falciformis,Caribbean,Gulf of Mexico,,,1985-1989,Male,Growth,k,Coefficient,Vertebrae,VBFG3 ML,0.098,raw_value,,,,352,,,,,lsaldana,
bonfil1993,,Galeomorphii,Carcharhinus falciformis,Caribbean,Gulf of Mexico,,,1985-1989,Female,Reproduction,Gestation length,Month,Macroscopic dissection,,12,raw_value,,,,13,,,,,lsaldana,
bonfil1993,,Galeomorphii,Carcharhinus falciformis,Caribbean,Gulf of Mexico,,,1985-1989,Female,Reproduction,Uterine fecundity,n,Macroscopic dissection,,2,min,2,range,11,13,,,,,lsaldana,
bonfil1993,,Galeomorphii,Carcharhinus falciformis,Caribbean,Gulf of Mexico,,,1985-1989,Female,Age,Amax-observed,Year,Macroscopic dissection,,22,raw_value,,,,386,,,,,lsaldana,
bonfil1993,,Galeomorphii,Carcharhinus falciformis,Caribbean,Gulf of Mexico,,,1985-1989,Male,Age,Amax-observed,Year,Macroscopic dissection,,20,raw_value,,,,352,,,,,lsaldana,
bonfil1993,,Galeomorphii,Carcharhinus falciformis,Caribbean,Gulf of Mexico,,,1985-1989,Female,Growth,t0,Year,Vertebrae,VBFG3 ML,-3.18,raw_value,,,,386,,,,,lsaldana,
bonfil1993,,Galeomorphii,Carcharhinus falciformis,Caribbean,Gulf of Mexico,,,1985-1989,Male,Growth,t0,Year,Vertebrae,VBFG3 ML,-3.05,raw_value,,,,352,,,,,lsaldana,
bullis1966,,Holocephalimorpha,Neoharriotta carri,Caribbean,coast of Panama,9,-81.383333,1962,Pooled,Length,Lmax-observed,cm TL,,,79.8,max,,,,16,,,,depths reported in fm (160-300),bfinucci,219-548
bullis1966,,Holocephalimorpha,Neoharriotta carri,Caribbean,coast of Panama,9,-81.383333,1962,Pooled,Length,Lbirth,cm TL,,,10,min,,range,12,16,,,,depths reported in fm,bfinucci,219-548
burgosvazquez2013,,Batoidea,Gymnura marmorata,Coastal Californian current,Baja California peninsula,,,2008-2012,Female,Length,Lmat50,cm DW,,,73.3,raw_value,,,,84,,,,,egarcia,
burgosvazquez2013,,Batoidea,Gymnura marmorata,Coastal Californian current,Baja California peninsula,,,2008-2012,Male,Length,Lmat50,cm DW,,,46.8,raw_value,,,,39,,,,,egarcia,
burgosvazquez2013,,Batoidea,Gymnura marmorata,Coastal Californian current,Baja California peninsula,,,2008-2012,Pooled,Length,Lbirth,cm DW,,,26,,,,,,,,,,egarcia,
burgosvazquez2013,,Batoidea,Gymnura marmorata,Coastal Californian current,Baja California peninsula,,,2008-2012,Female,Reproduction,Max oviducal width,mm,Macroscopic observation,,16,,,,,84,,,,,egarcia,
burgosvazquez2013,,Batoidea,Gymnura marmorata,Coastal Californian current,Baja California peninsula,,,2008-2012,Female,Reproduction,Max uterine width,mm,Macroscopic observation,,100,,,,,84,,,,,egarcia,
burgosvazquez2013,,Batoidea,Gymnura marmorata,Coastal Californian current,Baja California peninsula,,,2008-2012,Female,Reproduction,Breeding,Month,Macroscopic observation,,March-July,,,,,84,,,,,egarcia,
burgosvazquez2013,,Batoidea,Gymnura marmorata,Coastal Californian current,Baja California peninsula,,,2008-2012,Female,Reproduction,Parturition,Month,Macroscopic observation,,June,,,,,84,,,,,egarcia,
burgosvazquez2013,,Batoidea,Gymnura marmorata,Coastal Californian current,Baja California peninsula,,,2008-2012,Female,Reproduction,Gestation length,Month,Macroscopic observation,,9,min,9,range,12,84,,,,,egarcia,
burgosvazquez2013,,Batoidea,Gymnura marmorata,Coastal Californian current,Baja California peninsula,,,2008-2012,Female,Reproduction,Uterine fecundity,n,Macroscopic observation,,7.9,mean,,,,84,,,,,egarcia,
burgosvazquez2013,,Batoidea,Gymnura marmorata,Coastal Californian current,Baja California peninsula,,,2008-2012,Female,Reproduction,Breeding interval,Year,Macroscopic observation,,1,,,,,84,,,,,egarcia,
bustamante2012a,10.4067/S0718-560X2012000100023.,Holocephalimorpha,Hydrolagus melanophasma,Chilean/Humboldt current coast,Valdivia,,,2009,Male,Length,Lmax-observed,cm BDL,,,70.5,max,,,,1,,,,,bfinucci,1150-1720
bustamante2012a,10.4067/S0718-560X2012000100023.,Holocephalimorpha,Hydrolagus melanophasma,Chilean/Humboldt current coast,Valdivia,,,2009,Female,Length,Lmax-observed,cm BDL,,,91.8,max,,,,2,,,,,bfinucci,1150-1720
bustamante2012a,10.4067/S0718-560X2012000100023.,Holocephalimorpha,Hydrolagus melanophasma,Chilean/Humboldt current coast,Valdivia,,,2009,Male,Length,Lmax-observed,cm TL,,,117,max,,,,1,,,,,bfinucci,1150-1720
bustamante2012a,10.4067/S0718-560X2012000100023.,Holocephalimorpha,Hydrolagus melanophasma,Chilean/Humboldt current coast,Valdivia,,,2009,Female,Length,Lmax-observed,cm TL,,,127,max,,,,2,,,,,bfinucci,1150-1720
caldas2009,,Holocephalimorpha,Chimaera cubana,Caribbean,"San Andrés Archipelago (western Caribbean Sea, Colombia)",14.012167,-81.187667,2000-2001,Pooled,Length,Lmax-observed,cm BDL,,,55.4,max,,,,28,,,,,bfinucci,234-360
caldas2009,,Holocephalimorpha,Chimaera cubana,Caribbean,"San Andrés Archipelago (western Caribbean Sea, Colombia)",14.012167,-81.187667,2000-2001,Pooled,Length,Lmax-observed,cm TL,,,80.3,max,,,,28,,,,,bfinucci,234-360
campuzanocaballero2002,,Galeomorphii,Sphyrna lewini,Central American coast,Chiapas,,,1996-1997,Female,Length,Length at first maturity,cm TL,Macroscopic dissection,,215,raw_value,,,,3635,,,,no description of Lmat50 even if it was calculated for males,egarcia,
campuzanocaballero2002,,Galeomorphii,Sphyrna lewini,Central American coast,Chiapas,,,1996-1997,Male,Length,Lmat50,cm TL,,,175.6,mean,174.8,95% Confidence Interval,176.4,2782,,,,,egarcia,
campuzanocaballero2002,,Galeomorphii,Sphyrna lewini,Central American coast,Chiapas,,,1996-1997,Female,Reproduction,Uterine fecundity,n,Macroscopic observation,,6,min,6,range,43,3635,,,,,egarcia,
campuzanocaballero2002,,Galeomorphii,Sphyrna lewini,Central American coast,Chiapas,,,1996-1997,Pooled,Relationships,a,Coefficient,,Length-Length,1.3,,,,,1202,,,,fork length to total lenght,egarcia,
campuzanocaballero2002,,Galeomorphii,Sphyrna lewini,Central American coast,Chiapas,,,1996-1997,Pooled,Relationships,b,Coefficient,,Length-Length,1.39,,,,,1202,,,,fork length to total lenght,egarcia,
campuzanocaballero2002,,Galeomorphii,Sphyrna lewini,Central American coast,Chiapas,,,1996-1997,Female,Relationships,a,Coefficient,,Length-Length,1.29,,,,,613,,,,fork length to total lenght,egarcia,
campuzanocaballero2002,,Galeomorphii,Sphyrna lewini,Central American coast,Chiapas,,,1996-1997,Female,Relationships,b,Coefficient,,Length-Length,1.68,,,,,613,,,,fork length to total lenght,egarcia,
campuzanocaballero2002,,Galeomorphii,Sphyrna lewini,Central American coast,Chiapas,,,1996-1997,Male,Relationships,a,Coefficient,,Length-Length,1.3,,,,,589,,,,fork length to total lenght,egarcia,
campuzanocaballero2002,,Galeomorphii,Sphyrna lewini,Central American coast,Chiapas,,,1996-1997,Male,Relationships,b,Coefficient,,Length-Length,0.83,,,,,589,,,,fork length to total lenght,egarcia,
capape1998,,Galeomorphii,Sphyrna lewini,Canary current coast,Senegal,,,1994-1996,Male,Length,Lbirth,cm TL,,,46,min,,range,52.5,10,FALSE,,,umbilica scar and residual internal yolk-sacs,cmull,
capape1998,,Galeomorphii,Sphyrna lewini,Canary current coast,Senegal,,,1994-1996,Female,Length,Lbirth,cm TL,,,43.5,min,,range,50.2,11,FALSE,,,umbilica scar and residual internal yolk-sacs,cmull,
capape1998,,Galeomorphii,Sphyrna lewini,Canary current coast,Senegal,,,1994-1996,Female,Reproduction,Ovum diameter,g,Macroscopic observation,,31,max,,,,,FALSE,,,,cmull,
capape1998,,Galeomorphii,Sphyrna lewini,Canary current coast,Senegal,,,1994-1996,Female,Reproduction,Ovum diameter,mm,Macroscopic observation,,25,median,,,,,FALSE,,,"ellipsoid with largeer diameters 65-70mm, based largest oocyte diameter",cmull,
capape1998,,Galeomorphii,Sphyrna lewini,Canary current coast,Senegal,,,1994-1996,Female,Reproduction,Parturition,Month,Macroscopic observation,,May,min,,range,July,,FALSE,,,,cmull,
capape1998,,Galeomorphii,Sphyrna lewini,Canary current coast,Senegal,,,1994-1996,Female,Reproduction,Ovarian fecundity,n,Macroscopic observation,,40.75,mean,1.887,,,4,FALSE,,,small sample size,cmull,
capape1998,,Galeomorphii,Sphyrna lewini,Canary current coast,Senegal,,,1994-1996,Female,Reproduction,Uterine fecundity,n,Macroscopic observation,,14.5,mean,4.35,,,4,FALSE,,,small sample size,cmull,
capape1998,,Galeomorphii,Sphyrna lewini,Canary current coast,Senegal,,,1994-1996,Female,Reproduction,Uterine fecundity,n,Macroscopic observation,,18,min,,range,22,4,FALSE,,,small sample size,cmull,
capape1998,,Galeomorphii,Sphyrna lewini,Canary current coast,Senegal,,,1994-1996,Female,Reproduction,Breeding interval,Year,,,1,,,,,,FALSE,,,parallel vitelogenesis and gestation,cmull,
capape1999,,Squalomorphii,Oxynotus centrina,Mediterranean Sea,"Northern coasts of Tunisia, Gulf of Lion, Cape Verge Peninsula",,,1970-1998,Male,Length,Length at first maturity,cm TL,,,60,max,,,,50,,,,also GUIN,bfinucci,60-200+
capape1999,,Squalomorphii,Oxynotus centrina,Mediterranean Sea,"Northern coasts of Tunisia, Gulf of Lion, Cape Verge Peninsula",,,1970-1998,Female,Length,Length at first maturity,cm TL,,,65,max,,,,49,,,,also GUIN,bfinucci,60-200+
capape1999,,Squalomorphii,Oxynotus centrina,Mediterranean Sea,"Northern coasts of Tunisia, Gulf of Lion, Cape Verge Peninsula",,,1970-1998,Male,Length,Lmax-observed,cm TL,,,64,max,,,,50,,,,also GUIN,bfinucci,60-200+
capape1999,,Squalomorphii,Oxynotus centrina,Mediterranean Sea,"Northern coasts of Tunisia, Gulf of Lion, Cape Verge Peninsula",,,1970-1998,Female,Length,Lmax-observed,cm TL,,,78,max,,,,49,,,,also GUIN,bfinucci,60-200+
capape1999,,Squalomorphii,Oxynotus centrina,Mediterranean Sea,"Northern coasts of Tunisia, Gulf of Lion, Cape Verge Peninsula",,,1970-1998,Female,Length,Lbirth,cm TL,Macroscopic observation,,21,min,,range,24,19,,,,also GUIN,bfinucci,60-200+
capape1999,,Squalomorphii,Oxynotus centrina,Mediterranean Sea,"Northern coasts of Tunisia, Gulf of Lion, Cape Verge Peninsula",,,1970-1998,Female,Length,Length at first maturity,cm TL,Macroscopic observation,,64,min,,,,49,,,,also GUIN,bfinucci,60-200+
capape1999,,Squalomorphii,Oxynotus centrina,Mediterranean Sea,"Northern coasts of Tunisia, Gulf of Lion, Cape Verge Peninsula",,,1970-1998,Male,Length,Length of largest immature,cm TL,Macroscopic observation,,59,max,,,,50,,,,also GUIN,bfinucci,60-200+
capape1999,,Squalomorphii,Oxynotus centrina,Mediterranean Sea,"Northern coasts of Tunisia, Gulf of Lion, Cape Verge Peninsula",,,1970-1998,Male,Length,Length at first maturity,cm TL,Macroscopic observation,,60,min,,,,50,,,,also GUIN,bfinucci,60-200+
capape1999,,Squalomorphii,Oxynotus centrina,Mediterranean Sea,"Northern coasts of Tunisia, Gulf of Lion, Cape Verge Peninsula",,,1970-1998,Pooled,Length,Lbirth,cm TL,Macroscopic observation,,22.5,mean,11.95,,,8,,,,also GUIN,bfinucci,60-200+
capape1999,,Squalomorphii,Oxynotus centrina,Mediterranean Sea,"Northern coasts of Tunisia, Gulf of Lion, Cape Verge Peninsula",,,1970-1998,Female,Reproduction,Ovum diameter,g,Macroscopic observation,,24.45,mean,1.6,,,19,,,,also GUIN,bfinucci,60-200+
capape1999,,Squalomorphii,Oxynotus centrina,Mediterranean Sea,"Northern coasts of Tunisia, Gulf of Lion, Cape Verge Peninsula",,,1970-1998,Female,Reproduction,Offspring mass,g,Macroscopic observation,,69.65,mean,2.67,,,19,,,,also GUIN,bfinucci,60-200+
capape1999,,Squalomorphii,Oxynotus centrina,Mediterranean Sea,"Northern coasts of Tunisia, Gulf of Lion, Cape Verge Peninsula",,,1970-1998,Female,Reproduction,Offspring mass,g,Macroscopic observation,,22.1,mean,9.96,,,19,,,,also GUIN,bfinucci,60-200+
capape1999,,Squalomorphii,Oxynotus centrina,Mediterranean Sea,"Northern coasts of Tunisia, Gulf of Lion, Cape Verge Peninsula",,,1970-1998,Female,Reproduction,Ovum diameter,mm,Macroscopic observation,,39.31,mean,1.11,,,19,,,,also GUIN,bfinucci,60-200+
capape1999,,Squalomorphii,Oxynotus centrina,Mediterranean Sea,"Northern coasts of Tunisia, Gulf of Lion, Cape Verge Peninsula",,,1970-1998,Female,Reproduction,Ovum diameter,mm,Macroscopic observation,,38,min,,range,41,19,,,,also GUIN,bfinucci,60-200+
capape1999,,Squalomorphii,Oxynotus centrina,Mediterranean Sea,"Northern coasts of Tunisia, Gulf of Lion, Cape Verge Peninsula",,,1970-1998,Female,Reproduction,Ovarian fecundity,n,Macroscopic observation,,9,min,,range,22,19,,,,also GUIN,bfinucci,60-200+
capape1999,,Squalomorphii,Oxynotus centrina,Mediterranean Sea,"Northern coasts of Tunisia, Gulf of Lion, Cape Verge Peninsula",,,1970-1998,Female,Reproduction,Ovarian fecundity,n,Macroscopic observation,,14.5,mean,4.42,,,19,,,,also GUIN,bfinucci,60-200+
capape1999,,Squalomorphii,Oxynotus centrina,Mediterranean Sea,"Northern coasts of Tunisia, Gulf of Lion, Cape Verge Peninsula",,,1970-1998,Female,Reproduction,Uterine fecundity,n,Macroscopic observation,,10,min,,range,12,19,,,,also GUIN,bfinucci,60-200+
capape1999,,Squalomorphii,Oxynotus centrina,Mediterranean Sea,"Northern coasts of Tunisia, Gulf of Lion, Cape Verge Peninsula",,,1970-1998,Female,Reproduction,Uterine fecundity,n,Macroscopic observation,,10.66,mean,1.15,,,19,,,,also GUIN,bfinucci,60-200+
capape1999,,Squalomorphii,Oxynotus centrina,Mediterranean Sea,"Northern coasts of Tunisia, Gulf of Lion, Cape Verge Peninsula",,,1970-1998,Female,Reproduction,Embryonic sex ratio,n,Macroscopic observation,,3659,,,,,19,,,,also GUIN,bfinucci,60-200+
capape1999,,Squalomorphii,Oxynotus centrina,Mediterranean Sea,"Northern coasts of Tunisia, Gulf of Lion, Cape Verge Peninsula",,,1970-1998,Female,Reproduction,Seasonal,No,Macroscopic observation,,No,,,,,19,,,,also GUIN,bfinucci,60-200+
capape1999,,Squalomorphii,Oxynotus centrina,Mediterranean Sea,"Northern coasts of Tunisia, Gulf of Lion, Cape Verge Peninsula",,,1970-1998,Female,Reproduction,Single uterus,No,Macroscopic observation,,No,,,,,19,,,,also GUIN,bfinucci,60-200+
capape1999,,Squalomorphii,Oxynotus centrina,Mediterranean Sea,"Northern coasts of Tunisia, Gulf of Lion, Cape Verge Peninsula",,,1970-1998,Female,Reproduction,Breeding interval,Year,Macroscopic observation,,1,,,,,19,,,,also GUIN,bfinucci,60-200+
capape1999,,Squalomorphii,Oxynotus centrina,Mediterranean Sea,"Northern coasts of Tunisia, Gulf of Lion, Cape Verge Peninsula",,,1970-1998,Female,Reproduction,Reproductive mode,Category,Macroscopic observation,,lecithotrophic viviparity,,,,,19,,,,also GUIN,bfinucci,60-200+
capape2003d,,Galeomorphii,Carcharhinus brevipinna,Canary current coast,Senegal and 4 individuals from Algeria,,,1970-1990,Male,Length,Lmax-observed,cm TL,Max observed size,,263,max,,,,,,,,,,
capape2003d,,Galeomorphii,Carcharhinus brevipinna,Canary current coast,Senegal and 4 individuals from Algeria,,,1970-1990,Female,Length,Lmax-observed,cm TL,Max observed size,,275,max,,,,,,,,,,
capape2003d,,Galeomorphii,Carcharhinus brevipinna,Canary current coast,Senegal and 4 individuals from Algeria,,,1970-1990,Male,Length,Length of largest immature,cm TL,Macroscopic dissection,,172,max,,,,,,,,,,
capape2003d,,Galeomorphii,Carcharhinus brevipinna,Canary current coast,Senegal and 4 individuals from Algeria,,,1970-1990,Female,Length,Length of largest immature,cm TL,Macroscopic dissection,,190,max,,,,,,,,,,
capape2003d,,Galeomorphii,Carcharhinus brevipinna,Canary current coast,Senegal and 4 individuals from Algeria,,,1970-1990,Pooled,Length,Lbirth,cm TL,,,61.66,mean,0.69,standard deviation,,16,,,,,,
capape2003d,,Galeomorphii,Carcharhinus brevipinna,Canary current coast,Senegal and 4 individuals from Algeria,,,1970-1990,Pooled,Length,Lbirth,cm TL,,,61,min,,range,63,16,,,,,,
capape2003d,,Galeomorphii,Carcharhinus brevipinna,Canary current coast,Senegal and 4 individuals from Algeria,,,1970-1990,Pooled,Length,Lbirth,cm TL,,,65.6,mean,2.47,standard deviation,,8,,,,,,
capape2003d,,Galeomorphii,Carcharhinus brevipinna,Canary current coast,Senegal and 4 individuals from Algeria,,,1970-1990,Pooled,Length,Lbirth,cm TL,,,61,min,,range,69,8,,,,,,
capape2003d,,Galeomorphii,Carcharhinus brevipinna,Canary current coast,Senegal and 4 individuals from Algeria,,,1970-1990,Male,Length,Lmax-observed,cm TL,,,263,raw_value,,,,,,,,,,
capape2003d,,Galeomorphii,Carcharhinus brevipinna,Canary current coast,Senegal and 4 individuals from Algeria,,,1970-1990,Female,Length,Lmax-observed,cm TL,,,277.5,raw_value,,,,,,,,,,
capape2003d,,Galeomorphii,Carcharhinus brevipinna,Canary current coast,Senegal and 4 individuals from Algeria,,,1970-1990,Female,Reproduction,Ovum diameter,g,Macroscopic observation,,9.5,mean,1.6,standard deviation,,,,,,,,
capape2003d,,Galeomorphii,Carcharhinus brevipinna,Canary current coast,Senegal and 4 individuals from Algeria,,,1970-1990,Female,Reproduction,Ovum diameter,g,Macroscopic observation,,9.1,min,,range,9.9,,,,,,,
capape2003d,,Galeomorphii,Carcharhinus brevipinna,Canary current coast,Senegal and 4 individuals from Algeria,,,1970-1990,Pooled,Length,Lbirth,g,,,1203,mean,53.9,standard deviation,,16,,,,,,
capape2003d,,Galeomorphii,Carcharhinus brevipinna,Canary current coast,Senegal and 4 individuals from Algeria,,,1970-1990,Pooled,Length,Lbirth,g,,,1075,min,,range,1270,16,,,,,,
capape2003d,,Galeomorphii,Carcharhinus brevipinna,Canary current coast,Senegal and 4 individuals from Algeria,,,1970-1990,Pooled,Length,Lbirth,g,,,1366.2,mean,234,standard deviation,,8,,,,,,
capape2003d,,Galeomorphii,Carcharhinus brevipinna,Canary current coast,Senegal and 4 individuals from Algeria,,,1970-1990,Pooled,Length,Lbirth,g,,,1060,min,,range,1850,8,,,,,,
capape2003d,,Galeomorphii,Carcharhinus brevipinna,Canary current coast,Senegal and 4 individuals from Algeria,,,1970-1990,Female,Reproduction,Ovum diameter,mm,Macroscopic observation,,33.3,mean,1.4,standard deviation,,,,,,,,
capape2003d,,Galeomorphii,Carcharhinus brevipinna,Canary current coast,Senegal and 4 individuals from Algeria,,,1970-1990,Female,Reproduction,Ovum diameter,mm,Macroscopic observation,,31,min,,range,36,,,,,,,
capape2003d,,Galeomorphii,Carcharhinus brevipinna,Canary current coast,Senegal and 4 individuals from Algeria,,,1970-1990,Female,Reproduction,Gestation length,Month,Macroscopic observation,,13,min,,range,14,,,,,,,
