volume_file,source_track,source_path,n_literature_ids,literature_ids,manifest_status,pages_findspot_raw,source_url,bytes
/media/simon/data/Documents/Si Work/PostDoc Work/EEA/2025/Data Panel/database/book_chapter_staging/A2_reports_fowler_2005_sharks_rays_chimaeras.pdf,A2_reports,/media/simon/data/Documents/Si Work/PostDoc Work/EEA/2025/Data Panel/outputs/download_push_2026-09-17/A2_reports/pdfs/volumes/fowler_2005_sharks_rays_chimaeras.pdf,38,992;4291;4292;4293;12996;12997;12999;13000;13001;13002;13003;13011;13012;13013;13014;13015;13016;13017;13018;13019;13024;13025;13027;13028;13029;13031;13032;13033;13034;13035;13036;13039;13040;13041;13046;13047;501217;501224,covered_by_volume,"In Fowler, S.L., Cavanagh, R.D., Camhi, M., Burgess, G.H., Cailliet, G.M., Fordham, S.V., Simpfendorfer, C.A. and Musick, J.A.(comp. and Ed.). Sharks, Rays and Chimaeras: The Status of the Chondrichthyan Fishes. Status Survey. IUCN SSC Shark Specialist Group. IUCN, Gland, Switzerland and Cambridge, UK: 324–325 | In Fowler, S.L., Cavanagh, R.D., Camhi, M., Burgess, G.H., Cailliet, G.M., Fordham, S.V., Simpfendorfer, C.A. and Musick, J.A.(comp. and Ed.). Sharks, Rays and Chimaeras: The Status of the Chondrichthyan Fishes. Status Survey. IUCN SSC Shark Specialist Group. IUCN, Gland, Switzerland and Cambridge, UK: 248 | In Fowler, S.L., Cavanagh, R.D., Camhi, M., Burgess, G.H., Cailliet, G.M., Fordham, S.V., Simpfendorfer, C.A. and Musick, J.A.(comp. and Ed.). Sharks, Rays and Chimaeras: The Status of the Chondrichthyan Fishes. Status Survey. IUCN SSC Shark Specialist Group. IUCN, Gland, Switzerland and Cambridge, UK: 293–295 | In Fowler, S.L., Cavanagh, R.D., Camhi, M., Burgess, G.H., Cailliet, G.M., Fordham, S.V., Simpfendorfer, C.A. and Musick, J.A.(comp. and Ed.). Sharks, Rays and Chimaeras: The Status of the Chondrichthyan Fishes. Status Survey. IUCN SSC Shark Specialist Group. IUCN, Gland, Switzerland and Cambridge, UK: 12–18 | In Fowler, S.L., Cavanagh, R.D., Camhi, M., Burgess, G.H., Cailliet, G.M., Fordham, S.V., Simpfendorfer, C.A. and Musick, J.A.(comp. and Ed.). Sharks, Rays and Chimaeras: The Status of the Chondrichthyan Fishes. Status Survey. IUCN SSC Shark Specialist Group. IUCN, Gland, Switzerland and Cambridge, UK: 233–234, 237–238, 355–356 | In Fowler, S.L., Cavanagh, R.D., Camhi, M., Burgess, G.H., Cailliet, G.M., Fordham, S.V., Simpfendorfer, C.A. and Musick, J.A.(comp. and Ed.). Sharks, Rays and Chimaeras: The Status of the Chondrichthyan Fishes. Status Survey. IUCN SSC Shark Specialist Group. IUCN, Gland, Switzerland and Cambridge, UK: 297–300 | In Fowler, S.L., Cavanagh, R.D., Camhi, M., Burgess, G.H., Cailliet, G.M., Fordham, S.V., Simpfendorfer, C.A. and Musick, J.A.(comp. and Ed.). Sharks, Rays and Chimaeras: The Status of the Chondrichthyan Fishes. Status Survey. IUCN SSC Shark Specialist Group. IUCN, Gland, Switzerland and Cambridge, UK: 236, 232–233, 234–236, 266–267 | In Fowler, S.L., Cavanagh, R.D., Camhi, M., Burgess, G.H., Cailliet, G.M., Fordham, S.V., Simpfendorfer, C.A. and Musick, J.A.(comp. and Ed.). Sharks, Rays and Chimaeras: The Status of the Chondrichthyan Fishes. Status Survey. IUCN SSC Shark Specialist Group. IUCN, Gland, Switzerland and Cambridge, UK: 285–286 | In Fowler, S.L., Cavanagh, R.D., Camhi, M., Burgess, G.H., Cailliet, G.M., Fordham, S.V., Simpfendorfer, C.A. and Musick, J.A. (comp. and Ed.). Sharks, Rays and Chimaeras: The Status of the Chondrichthyan Fishes. Status Survey. IUCN SSC Shark Specialist Group. IUCN, Gland, Switzerland and Cambridge, UK: 225–226 | In Fowler, S.L., Cavanagh, R.D., Camhi, M., Burgess, G.H., Cailliet, G.M., Fordham, S.V., Simpfendorfer, C.A. and Musick, J.A. (comp. and Ed.). Sharks, Rays and Chimaeras: The Status of the Chondrichthyan Fishes. Status Survey. IUCN SSC Shark Specialist Group. IUCN, Gland, Switzerland and Cambridge, UK: 322–323 | In Fowler, S.L., Cavanagh, R.D., Camhi, M., Burgess, G.H., Cailliet, G.M., Fordham, S.V., Simpfendorfer, C.A. and Musick, J.A. (comp. and Ed.). Sharks, Rays and Chimaeras: The Status of the Chondrichthyan Fishes. Status Survey. IUCN SSC Shark Specialist Group. IUCN, Gland, Switzerland and Cambridge, UK: 325–327 | In Fowler, S.L., Cavanagh, R.D., Camhi, M., Burgess, G.H., Cailliet, G.M., Fordham, S.V., Simpfendorfer, C.A. and Musick, J.A. (comp. and Ed.). Sharks, Rays and Chimaeras: The Status of the Chondrichthyan Fishes. Status Survey. IUCN SSC Shark Specialist Group. IUCN, Gland, Switzerland and Cambridge, UK: 222–223, 327 | In Fowler, S.L., Cavanagh, R.D., Camhi, M., Burgess, G.H., Cailliet, G.M., Fordham, S.V., Simpfendorfer, C.A. and Musick, J.A. (comp. and Ed.). Sharks, Rays and Chimaeras: The Status of the Chondrichthyan Fishes. Status Survey. IUCN SSC Shark Specialist Group. IUCN, Gland, Switzerland and Cambridge, UK: 332–333 | In Fowler, S.L., Cavanagh, R.D., Camhi, M., Burgess, G.H., Cailliet, G.M., Fordham, S.V., Simpfendorfer, C.A. and Musick, J.A.(comp. and Ed.). Sharks, Rays and Chimaeras: The Status of the Chondrichthyan Fishes. Status Survey. IUCN SSC Shark Specialist Group. IUCN, Gland, Switzerland and Cambridge, UK: 311–313, 317–318 | In Fowler, S.L., Cavanagh, R.D., Camhi, M., Burgess, G.H., Cailliet, G.M., Fordham, S.V., Simpfendorfer, C.A. and Musick, J.A.(comp. and Ed.). Sharks, Rays and Chimaeras: The Status of the Chondrichthyan Fishes. Status Survey. IUCN SSC Shark Specialist Group. IUCN, Gland, Switzerland and Cambridge, UK: 316–317 | In Fowler, S.L., Cavanagh, R.D., Camhi, M., Burgess, G.H., Cailliet, G.M., Fordham, S.V., Simpfendorfer, C.A. and Musick, J.A.(comp. and Ed.). Sharks, Rays and Chimaeras: The Status of the Chondrichthyan Fishes. Status Survey. IUCN SSC Shark Specialist Group. IUCN, Gland, Switzerland and Cambridge, UK: 343–346 | In Fowler, S.L., Cavanagh, R.D., Camhi, M., Burgess, G.H., Cailliet, G.M., Fordham, S.V., Simpfendorfer, C.A. and Musick, J.A.(comp. and Ed.). Sharks, Rays and Chimaeras: The Status of the Chondrichthyan Fishes. Status Survey. IUCN SSC Shark Specialist Group. IUCN, Gland, Switzerland and Cambridge, UK: 336–339 | In Fowler, S.L., Cavanagh, R.D., Camhi, M., Burgess, G.H., Cailliet, G.M., Fordham, S.V., Simpfendorfer, C.A. and Musick, J.A. (comp. and Ed.). Sharks, Rays and Chimaeras: The Status of the Chondrichthyan Fishes. Status Survey. IUCN SSC Shark Specialist Group. IUCN, Gland, Switzerland and Cambridge, UK: 256–259 | In Fowler, S.L., Cavanagh, R.D., Camhi, M., Burgess, G.H., Cailliet, G.M., Fordham, S.V., Simpfendorfer, C.A. and Musick, J.A.(comp. and Ed.). Sharks, Rays and Chimaeras: The Status of the Chondrichthyan Fishes. Status Survey. IUCN SSC Shark Specialist Group. IUCN, Gland, Switzerland and Cambridge, UK: 226–230 | In Fowler, S.L., Cavanagh, R.D., Camhi, M., Burgess, G.H., Cailliet, G.M., Fordham, S.V., Simpfendorfer, C.A. and Musick, J.A.(comp. and Ed.). Sharks, Rays and Chimaeras: The Status of the Chondrichthyan Fishes. Status Survey. IUCN SSC Shark Specialist Group. IUCN, Gland, Switzerland and Cambridge, UK: 278–279 | In Fowler, S.L., Cavanagh, R.D., Camhi, M., Burgess, G.H., Cailliet, G.M., Fordham, S.V., Simpfendorfer, C.A. and Musick, J.A.(comp. and Ed.). Sharks, Rays and Chimaeras: The Status of the Chondrichthyan Fishes. Status Survey. IUCN SSC Shark Specialist Group. IUCN, Gland, Switzerland and Cambridge, UK: 339–340 | In Fowler, S.L., Cavanagh, R.D., Camhi, M., Burgess, G.H., Cailliet, G.M., Fordham, S.V., Simpfendorfer, C.A. and Musick, J.A.(comp. and Ed.). Sharks, Rays and Chimaeras: The Status of the Chondrichthyan Fishes. Status Survey. IUCN SSC Shark Specialist Group. IUCN, Gland, Switzerland and Cambridge, UK: 260–262 | In Fowler, S.L., Cavanagh, R.D., Camhi, M., Burgess, G.H., Cailliet, G.M., Fordham, S.V., Simpfendorfer, C.A. and Musick, J.A.(comp. and Ed.). Sharks, Rays and Chimaeras: The Status of the Chondrichthyan Fishes. Status Survey. IUCN SSC Shark Specialist Group. IUCN, Gland, Switzerland and Cambridge, UK: 250–252 | In Fowler, S.L., Cavanagh, R.D., Camhi, M., Burgess, G.H., Cailliet, G.M., Fordham, S.V., Simpfendorfer, C.A. and Musick, J.A.(comp. and Ed.). Sharks, Rays and Chimaeras: The Status of the Chondrichthyan Fishes. Status Survey. IUCN SSC Shark Specialist Group. IUCN, Gland, Switzerland and Cambridge, UK: 354–357 | In Fowler, S.L., Cavanagh, R.D., Camhi, M., Burgess, G.H., Cailliet, G.M., Fordham, S.V., Simpfendorfer, C.A. and Musick, J.A.(comp. and Ed.). Sharks, Rays and Chimaeras: The Status of the Chondrichthyan Fishes. Status Survey. IUCN SSC Shark Specialist Group. IUCN, Gland, Switzerland and Cambridge, UK: 314–316 | In Fowler, S.L., Cavanagh, R.D., Camhi, M., Burgess, G.H., Cailliet, G.M., Fordham, S.V., Simpfendorfer, C.A. and Musick, J.A. (comp. and Ed.). Sharks, Rays and Chimaeras: The Status of the Chondrichthyan Fishes. Status Survey. IUCN SSC Shark Specialist Group. IUCN, Gland, Switzerland and Cambridge, UK: 306–308 | In Fowler, S.L., Cavanagh, R.D., Camhi, M., Burgess, G.H., Cailliet, G.M., Fordham, S.V., Simpfendorfer, C.A. and Musick, J.A.(comp. and Ed.). Sharks, Rays and Chimaeras: The Status of the Chondrichthyan Fishes. Status Survey. IUCN SSC Shark Specialist Group. IUCN, Gland, Switzerland and Cambridge, UK: 329–331 | In Fowler, S.L., Cavanagh, R.D., Camhi, M., Burgess, G.H., Cailliet, G.M., Fordham, S.V., Simpfendorfer, C.A. and Musick, J.A.(comp. and Ed.). Sharks, Rays and Chimaeras: The Status of the Chondrichthyan Fishes. Status Survey. IUCN SSC Shark Specialist Group. IUCN, Gland, Switzerland and Cambridge, UK: 240–242 | In Fowler, S.L., Cavanagh, R.D., Camhi, M., Burgess, G.H., Cailliet, G.M., Fordham, S.V., Simpfendorfer, C.A. and Musick, J.A.(comp. and Ed.). Sharks, Rays and Chimaeras: The Status of the Chondrichthyan Fishes. Status Survey. IUCN SSC Shark Specialist Group. IUCN, Gland, Switzerland and Cambridge, UK: 300–302 | In Fowler, S.L., Cavanagh, R.D., Camhi, M., Burgess, G.H., Cailliet, G.M., Fordham, S.V., Simpfendorfer, C.A. and Musick, J.A.(comp. and Ed.). Sharks, Rays and Chimaeras: The Status of the Chondrichthyan Fishes. Status Survey. IUCN SSC Shark Specialist Group. IUCN, Gland, Switzerland and Cambridge, UK: 357–358 | In Fowler, S.L., Cavanagh, R.D., Camhi, M., Burgess, G.H., Cailliet, G.M., Fordham, S.V., Simpfendorfer, C.A. and Musick, J.A.(comp. and Ed.). Sharks, Rays and Chimaeras: The Status of the Chondrichthyan Fishes. Status Survey. IUCN SSC Shark Specialist Group. IUCN, Gland, Switzerland and Cambridge, UK: 245–248 | In Fowler, S.L., Cavanagh, R.D., Camhi, M., Burgess, G.H., Cailliet, G.M., Fordham, S.V., Simpfendorfer, C.A. and Musick, J.A.(comp. and Ed.). Sharks, Rays and Chimaeras: The Status of the Chondrichthyan Fishes. Status Survey. IUCN SSC Shark Specialist Group. IUCN, Gland, Switzerland and Cambridge, UK: 344–345 | In Fowler, S.L., Cavanagh, R.D., Camhi, M., Burgess, G.H., Cailliet, G.M., Fordham, S.V., Simpfendorfer, C.A. and Musick, J.A.(comp. and Ed.). Sharks, Rays and Chimaeras: The Status of the Chondrichthyan Fishes. Status Survey. IUCN SSC Shark Specialist Group. IUCN, Gland, Switzerland and Cambridge, UK: 281–283 | In Fowler, S.L., Cavanagh, R.D., Camhi, M., Burgess, G.H., Cailliet, G.M., Fordham, S.V., Simpfendorfer, C.A. and Musick, J.A.(comp. and Ed.). Sharks, Rays and Chimaeras: The Status of the Chondrichthyan Fishes. Status Survey. IUCN SSC Shark Specialist Group. IUCN, Gland, Switzerland and Cambridge, UK: 48–57 | In Fowler, S.L., Cavanagh, R.D., Camhi, M., Burgess, G.H., Cailliet, G.M., Fordham, S.V., Simpfendorfer, C.A. and Musick, J.A.(comp. and Ed.). Sharks, Rays and Chimaeras: The Status of the Chondrichthyan Fishes. Status Survey. IUCN SSC Shark Specialist Group. IUCN, Gland, Switzerland and Cambridge, UK: 259–260, 262–264, 271–272, 309–311 | In Fowler, S.L., Cavanagh, R.D., Camhi, M., Burgess, G.H., Cailliet, G.M., Fordham, S.V., Simpfendorfer, C.A. and Musick, J.A.(comp. and Ed.). Sharks, Rays and Chimaeras: The Status of the Chondrichthyan Fishes. Status Survey. IUCN SSC Shark Specialist Group. IUCN, Gland, Switzerland and Cambridge, UK: 308–309",https://www.iucnssg.org/uploads/5/4/1/2/54120303/2005_-_sharks_rays_and_chimaeras_-_the_status_of_the_chondrichthyan_fishes.pdf,44998171
/media/simon/data/Documents/Si Work/PostDoc Work/EEA/2025/Data Panel/database/book_chapter_staging/A2_reports_cmar_rp022.pdf,A2_reports,/media/simon/data/Documents/Si Work/PostDoc Work/EEA/2025/Data Panel/outputs/download_push_2026-09-17/A2_reports/pdfs/volumes/cmar_rp022.pdf,24,1383;3338;3339;3340;3341;3342;3344;3346;3347;3348;3349;3350;3351;3352;3353;3354;3355;3356;3357;3358;3359;3360;3363;3364,covered_by_volume,"CSIRO Marine and Atmospheric Research Paper, 22, 227–240 | CSIRO Marine and Atmospheric Research Paper, 22, 203–226 | CSIRO Marine and Atmospheric Research Paper, 22, 327–340 | CSIRO Marine and Atmospheric Research Paper, 22, 349–356 | CSIRO Marine and Atmospheric Research Paper, 22, 179–188 | CSIRO Marine and Atmospheric Research Paper, 22, 75–92 | CSIRO Marine and Atmospheric Research Paper, 22, 303–314 | CSIRO Marine and Atmospheric Research Paper, 22, 283–292 | CSIRO Marine and Atmospheric Research Paper, 22, 147–158 | CSIRO Marine and Atmospheric Research Paper, 22, 39–48 | CSIRO Marine and Atmospheric Research Paper, 22, 35–38 | CSIRO Marine and Atmospheric Research Paper, 22, 123–128 | CSIRO Marine and Atmospheric Research Paper, 22, 129–146 | CSIRO Marine and Atmospheric Research Paper, 22, 341–348 | CSIRO Marine and Atmospheric Research Paper, 22, 315–326 | CSIRO Marine and Atmospheric Research Paper, 22, 275–282 | CSIRO Marine and Atmospheric Research Paper, 22, 159–170 | CSIRO Marine and Atmospheric Research Paper, 22, 269–274 | CSIRO Marine and Atmospheric Research Paper, 22, 293–302 | CSIRO Marine and Atmospheric Research Paper, 22, 93–104 | CSIRO Marine and Atmospheric Research Paper, 22, 113–122 | CSIRO Marine and Atmospheric Research Paper, 22, 261–268 | CSIRO Marine and Atmospheric Research Paper, 22, 23–34 | CSIRO Marine and Atmospheric Research Paper, 22, 241–260",http://www.cmar.csiro.au/e-print/open/cmar_rp022.pdf,13597565
/media/simon/data/Documents/Si Work/PostDoc Work/EEA/2025/Data Panel/database/book_chapter_staging/A2_reports_tr90_pratt_1990_elasmobranchs_living_resources.pdf,A2_reports,/media/simon/data/Documents/Si Work/PostDoc Work/EEA/2025/Data Panel/outputs/download_push_2026-09-17/A2_reports/pdfs/volumes/tr90_pratt_1990_elasmobranchs_living_resources.pdf,24,1619;2420;4660;5165;5221;5575;5576;6024;6114;7275;7276;7279;7280;7281;7282;7284;7285;7286;7287;7289;7292;7293;7294;7295,covered_by_volume,"In Pratt, H.L., Gruber, S.H., Taniuchi, T., editors. Elasmobranchs as living resources: advances in the biology, ecology, systematics, and the status of the fisheries: NOAA Technical Report NMFS, 90: 427–442 | In Pratt, H.L., Gruber, S.H., Taniuchi, T., editors. Elasmobranchs as living resources: advances in the biology, ecology, systematics, and the status of the fisheries: NOAA Technical Report NMFS, 90: 17–28 | In Pratt, H.L., Gruber, S.H., Taniuchi, T., editors. Elasmobranchs as living resources: advances in the biology, ecology, systematics, and the status of the fisheries: NOAA Technical Report NMFS, 90: 167–176 | In Pratt, H.L., Gruber, S.H., Taniuchi, T., editors. Elasmobranchs as living resources: advances in the biology, ecology, systematics, and the status of the fisheries: NOAA Technical Report NMFS, 90: 157–165 | In Pratt, H.L., Gruber, S.H., Taniuchi, T., editors. Elasmobranchs as living resources: advances in the biology, ecology, systematics, and the status of the fisheries: NOAA Technical Report NMFS, 90: 71–96 | In Pratt, H.L., Gruber, S.H., Taniuchi, T., editors. Elasmobranchs as living resources: advances in the biology, ecology, systematics, and the status of the fisheries: NOAA Technical Report NMFS, 90: 269–284 | In Pratt, H.L., Gruber, S.H., Taniuchi, T., editors. Elasmobranchs as living resources: advances in the biology, ecology, systematics, and the status of the fisheries: NOAA Technical Report NMFS, 90: 63–69 | In Pratt, H.L., Gruber, S.H., Taniuchi, T., editors. Elasmobranchs as living resources: advances in the biology, ecology, systematics, and the status of the fisheries: NOAA Technical Report NMFS, 90: 131–142 | In Pratt, H.L., Gruber, S.H., Taniuchi, T., editors. Elasmobranchs as living resources: advances in the biology, ecology, systematics, and the status of the fisheries: NOAA Technical Report NMFS, 90: 1–15 | In Pratt, H.L., Gruber, S.H., Taniuchi, T., editors. Elasmobranchs as living resources: advances in the biology, ecology, systematics, and the status of the fisheries: NOAA Technical Report NMFS, 90: 455–472 | In Pratt, H.L., Gruber, S.H., Taniuchi, T., editors. Elasmobranchs as living resources: advances in the biology, ecology, systematics, and the status of the fisheries: NOAA Technical Report NMFS, 90: 285–304 | In Pratt, H.L., Gruber, S.H., Taniuchi, T., editors. Elasmobranchs as living resources: advances in the biology, ecology, systematics, and the status of the fisheries: NOAA Technical Report NMFS, 90: 304–326 | In Pratt, H.L., Gruber, S.H., Taniuchi, T., editors. Elasmobranchs as living resources: advances in the biology, ecology, systematics, and the status of the fisheries: NOAA Technical Report NMFS, 90: 203–210 | In Pratt, H.L., Gruber, S.H., Taniuchi, T., editors. Elasmobranchs as living resources: advances in the biology, ecology, systematics, and the status of the fisheries: NOAA Technical Report NMFS, 90: 381–388 | In Pratt, H.L., Gruber, S.H., Taniuchi, T., editors. Elasmobranchs as living resources: advances in the biology, ecology, systematics, and the status of the fisheries: NOAA Technical Report NMFS, 90: 239–256 | In Pratt, H.L., Gruber, S.H., Taniuchi, T., editors. Elasmobranchs as living resources: advances in the biology, ecology, systematics, and the status of the fisheries: NOAA Technical Report NMFS, 90: 49–54 | In Pratt, H.L., Gruber, S.H., Taniuchi, T., editors. Elasmobranchs as living resources: advances in the biology, ecology, systematics, and the status of the fisheries: NOAA Technical Report NMFS, 90: 111–130 | In Pratt, H.L., Gruber, S.H., Taniuchi, T., editors. Elasmobranchs as living resources: advances in the biology, ecology, systematics, and the status of the fisheries: NOAA Technical Report NMFS, 90: 97–111 | In Pratt, H.L., Gruber, S.H., Taniuchi, T., editors. Elasmobranchs as living resources: advances in the biology, ecology, systematics, and the status of the fisheries: NOAA Technical Report NMFS, 90: 143–155 | In Pratt, H.L., Gruber, S.H., Taniuchi, T., editors. Elasmobranchs as living resources: advances in the biology, ecology, systematics, and the status of the fisheries: NOAA Technical Report NMFS, 90: 415–428 | In Pratt, H.L., Gruber, S.H., Taniuchi, T., editors. Elasmobranchs as living resources: advances in the biology, ecology, systematics, and the status of the fisheries: NOAA Technical Report NMFS, 90: 257–268 | In Pratt, H.L., Gruber, S.H., Taniuchi, T., editors. Elasmobranchs as living resources: advances in the biology, ecology, systematics, and the status of the fisheries: NOAA Technical Report NMFS, 90: 211–237, figs 1–16 | In Pratt, H.L., Gruber, S.H., Taniuchi, T., editors. Elasmobranchs as living resources: advances in the biology, ecology, systematics, and the status of the fisheries: NOAA Technical Report NMFS, 90: 55–62 | In Pratt, H.L., Gruber, S.H., Taniuchi, T., editors. Elasmobranchs as living resources: advances in the biology, ecology, systematics, and the status of the fisheries: NOAA Technical Report NMFS, 90: 389–390",https://spo.nmfs.noaa.gov/sites/default/files/legacy-pdfs/tr90.pdf,285769724
/media/simon/data/Documents/Si Work/PostDoc Work/EEA/2025/Data Panel/database/book_chapter_staging/A2_reports_fao_ftp378_1_shotton1999_elasmobranch_case_studies.pdf,A2_reports,/media/simon/data/Documents/Si Work/PostDoc Work/EEA/2025/Data Panel/outputs/download_push_2026-09-17/A2_reports/pdfs/volumes/fao_ftp378_1_shotton1999_elasmobranch_case_studies.pdf,12,4201;5492;13089;13090;13091;13092;13093;13094;13095;13096;13097;13100,covered_by_volume,"FAO Fisheries Technical Paper, 378/1, 20 pp | FAO Fisheries Technical Paper, 378/1, 26 pp | FAO Fisheries Technical Paper, 378/1, 28 pp | FAO Fisheries Technical Paper, 378/1, 109–148 | FAO Fisheries Technical Paper, 378/1, 28 pp | FAO Fisheries Technical Paper, 378/1, 25 pp | FAO Fisheries Technical Paper, 378/1, 22 pp | FAO Fisheries Technical Paper, 378/1, 74–108 | FAO Fisheries Technical Paper, 378/1, 47–73 | FAO Fisheries Technical Paper, 378/1, 218–267 | FAO Fisheries Technical Paper, 378/1, 456–479 | FAO Fisheries Technical Paper, 378/1, 31 pp",https://www.fao.org/4/x2097e/x2097e00.htm (17 chapter pages X2097E00-20.htm concatenated & converted to PDF),4552415
/media/simon/data/Documents/Si Work/PostDoc Work/EEA/2025/Data Panel/database/book_chapter_staging/A2_reports_cmar_rp021.pdf,A2_reports,/media/simon/data/Documents/Si Work/PostDoc Work/EEA/2025/Data Panel/outputs/download_push_2026-09-17/A2_reports/pdfs/volumes/cmar_rp021.pdf,10,3308;3309;3310;3311;3312;3313;3314;3315;3316;3317,covered_by_volume,"CSIRO Marine and Atmospheric Research Paper, 21, 109–118 | CSIRO Marine and Atmospheric Research Paper, 21, 119–134 | CSIRO Marine and Atmospheric Research Paper, 21, 173–181 | CSIRO Marine and Atmospheric Research Paper, 21, 145–154 | CSIRO Marine and Atmospheric Research Paper, 21, 135–144 | CSIRO Marine and Atmospheric Research Paper, 21, 1–8 | CSIRO Marine and Atmospheric Research Paper, 21, 9–52 | CSIRO Marine and Atmospheric Research Paper, 21, 53–98 | CSIRO Marine and Atmospheric Research Paper, 21, 155–172 | CSIRO Marine and Atmospheric Research Paper, 21, 99–108",http://www.cmar.csiro.au/e-print/open/2008/lastpr_a.pdf,9533075
/media/simon/data/Documents/Si Work/PostDoc Work/EEA/2025/Data Panel/database/book_chapter_staging/A2_reports_fao_ftp378_2_shotton1999_elasmobranch_case_studies.pdf,A2_reports,/media/simon/data/Documents/Si Work/PostDoc Work/EEA/2025/Data Panel/outputs/download_push_2026-09-17/A2_reports/pdfs/volumes/fao_ftp378_2_shotton1999_elasmobranch_case_studies.pdf,10,11375;13103;13104;13105;13106;13107;13108;13109;13110;13111,covered_by_volume,"FAO Fisheries Technical Paper, 378/2, 54 pp | FAO Fisheries Technical Paper, 378/2, 44 pp | FAO Fisheries Technical Paper, 378/2, 26 pp | FAO Fisheries Technical Paper, 378/2, 774–818 | FAO Fisheries Technical Paper, 378/2, 28 pp | FAO Fisheries Technical Paper, 378/2, 57 pp | FAO Fisheries Technical Paper, 378/2, 29 pp | FAO Fisheries Technical Paper, 378/2, 19 pp | FAO Fisheries Technical Paper, 378/2, 29 pp | FAO Fisheries Technical Paper, 378/2, 23 pp",https://www.fao.org/4/X2098E/X2098E00.htm (14 chapter pages concatenated & converted to PDF),3508836
/media/simon/data/Documents/Si Work/PostDoc Work/EEA/2025/Data Panel/database/book_chapter_staging/A2_reports_tr115_branstetter_1993_conservation_biology_elasmobranchs.pdf,A2_reports,/media/simon/data/Documents/Si Work/PostDoc Work/EEA/2025/Data Panel/outputs/download_push_2026-09-17/A2_reports/pdfs/volumes/tr115_branstetter_1993_conservation_biology_elasmobranchs.pdf,9,1747;5493;5731;7269;7270;7271;7272;7273;7274,covered_by_volume,"In Conservation Biology of Elasmobranchs. Ed. by S. Branstetter. NOAA Technical Report NMFS, 115: 31–38 | In Conservation Biology of Elasmobranchs. Ed. by S. Branstetter. NOAA Technical Report NMFS, 115: 73–86 | In Conservation Biology of Elasmobranchs. Ed. by S. Branstetter. NOAA Technical Report NMFS, 115: 65–71 | In Conservation Biology of Elasmobranchs. Ed. by S. Branstetter. NOAA Technical Report NMFS, 115: 53–60 | In Conservation Biology of Elasmobranchs. Ed. by S. Branstetter. NOAA Technical Report NMFS, 115: 39–52 | In Conservation Biology of Elasmobranchs. Ed. by S. Branstetter. NOAA Technical Report NMFS, 115: 61–64 | In Conservation Biology of Elasmobranchs. Ed. by S. Branstetter. NOAA Technical Report NMFS, 115: 1–18, figs 1–9 | In Conservation Biology of Elasmobranchs. Ed. by S. Branstetter. NOAA Technical Report NMFS, 115: 19–330 | In Conservation Biology of Elasmobranchs. Ed. by S. Branstetter. NOAA Technical Report NMFS, 115: 87–99",https://spo.nmfs.noaa.gov/sites/default/files/legacy-pdfs/tr115.pdf,53865097
/media/simon/data/Documents/Si Work/PostDoc Work/EEA/2025/Data Panel/database/book_chapter_staging/A2_reports_sharknews_14.pdf,A2_reports,/media/simon/data/Documents/Si Work/PostDoc Work/EEA/2025/Data Panel/outputs/download_push_2026-09-17/A2_reports/pdfs/volumes/sharknews_14.pdf,5,7153;7154;7155;7156;7157,covered_by_volume,"Shark News, Newsletter of the IUCN Shark Specialist Group, 14, 1–2 | Shark News, Newsletter of the IUCN Shark Specialist Group, 14, 9 | Shark News, Newsletter of the IUCN Shark Specialist Group, 14, 4 | Shark News, Newsletter of the IUCN Shark Specialist Group, 14, 5 | Shark News, Newsletter of the IUCN Shark Specialist Group, 14, 6–7",https://www.iucnssg.org/uploads/5/4/1/2/54120303/sn14_march2002.pdf,504112
/media/simon/data/Documents/Si Work/PostDoc Work/EEA/2025/Data Panel/database/book_chapter_staging/A2_reports_tr8.pdf,A2_reports,/media/simon/data/Documents/Si Work/PostDoc Work/EEA/2025/Data Panel/outputs/download_push_2026-09-17/A2_reports/pdfs/volumes/tr8.pdf,5,5899;6052;7306;7308;7309,covered_by_volume,"In Proceedings of the International Workshop on Age Determination of Oceanic Pelagic Fishes: Tunas, Billfishes, and Sharks. By Eric D. Prince(convener and editor) and Lynn M. Pulos(editor). NOAA Technical Report, 8: 179–188 | In Proceedings of the International Workshop on Age Determination of Oceanic Pelagic Fishes: Tunas, Billfishes, and Sharks. By Eric D. Prince(convener and editor) and Lynn M. Pulos(editor). NOAA Technical Report, 8: 157–165 | In Proceedings of the International Workshop on Age Determination of Oceanic Pelagic Fishes: Tunas, Billfishes, and Sharks. By Eric D. Prince(convener and editor) and Lynn M. Pulos(editor). NOAA Technical Report, 8: 189–192 | In Proceedings of the International Workshop on Age Determination of Oceanic Pelagic Fishes: Tunas, Billfishes, and Sharks. By Eric D. Prince(convener and editor) and Lynn M. Pulos(editor). NOAA Technical Report, 8: 193–205 | In Proceedings of the International Workshop on Age Determination of Oceanic Pelagic Fishes: Tunas, Billfishes, and Sharks. By Eric D. Prince(convener and editor) and Lynn M. Pulos(editor). NOAA Technical Report, 8: 167–174",https://spo.nmfs.noaa.gov/sites/default/files/legacy-pdfs/tr8.pdf,119352525
