primary_discipline,full_name,technique_name,year,paper_count,total_mentions
GEN,Genetics,STRUCTURE,1989,46,258
GEN,Genetics,STRUCTURE,1990,58,369
GEN,Genetics,STRUCTURE,1991,56,335
GEN,Genetics,STRUCTURE,1992,64,524
GEN,Genetics,STRUCTURE,1993,69,337
GEN,Genetics,STRUCTURE,1994,50,261
GEN,Genetics,STRUCTURE,1995,55,225
GEN,Genetics,STRUCTURE,1996,52,357
GEN,Genetics,STRUCTURE,1997,53,411
GEN,Genetics,STRUCTURE,1998,76,452
GEN,Genetics,STRUCTURE,1999,59,459
GEN,Genetics,STRUCTURE,2000,62,569
GEN,Genetics,STRUCTURE,2001,86,525
GEN,Genetics,STRUCTURE,2002,105,704
GEN,Genetics,STRUCTURE,2003,83,429
GEN,Genetics,STRUCTURE,2004,76,509
GEN,Genetics,STRUCTURE,2005,123,1016
GEN,Genetics,STRUCTURE,2006,133,1366
GEN,Genetics,STRUCTURE,2007,180,1354
GEN,Genetics,STRUCTURE,2008,148,1315
GEN,Genetics,STRUCTURE,2009,234,2521
GEN,Genetics,STRUCTURE,2010,234,2145
GEN,Genetics,STRUCTURE,2011,265,2900
GEN,Genetics,STRUCTURE,2012,317,4800
GEN,Genetics,STRUCTURE,2013,295,3378
GEN,Genetics,STRUCTURE,2014,306,4229
GEN,Genetics,STRUCTURE,2015,355,5757
GEN,Genetics,STRUCTURE,2016,372,4089
GEN,Genetics,STRUCTURE,2017,371,4965
GEN,Genetics,STRUCTURE,2018,361,4990
GEN,Genetics,STRUCTURE,2019,372,6607
GEN,Genetics,STRUCTURE,2020,419,5946
GEN,Genetics,STRUCTURE,2021,329,5698
GEN,Genetics,STRUCTURE,2022,322,5238
GEN,Genetics,STRUCTURE,2023,206,4269
GEN,Genetics,STRUCTURE,2024,195,3545
GEN,Genetics,STRUCTURE,2025,142,3356
GEN,Genetics,Transcriptomics,2009,1,1
GEN,Genetics,Transcriptomics,2010,2,6
GEN,Genetics,Transcriptomics,2011,4,10
GEN,Genetics,Transcriptomics,2012,1,2
GEN,Genetics,Transcriptomics,2014,1,1
GEN,Genetics,Transcriptomics,2015,1,4
GEN,Genetics,Transcriptomics,2017,3,22
GEN,Genetics,Transcriptomics,2018,4,9
GEN,Genetics,Transcriptomics,2019,5,23
GEN,Genetics,Transcriptomics,2020,3,10
GEN,Genetics,Transcriptomics,2021,6,26
GEN,Genetics,Transcriptomics,2022,4,10
GEN,Genetics,Transcriptomics,2023,4,82
GEN,Genetics,Transcriptomics,2024,5,9
GEN,Genetics,Transcriptomics,2025,1,2
GEN,Genetics,Whole Genome Sequencing,2004,1,1
GEN,Genetics,Whole Genome Sequencing,2008,2,2
GEN,Genetics,Whole Genome Sequencing,2015,2,4
GEN,Genetics,Whole Genome Sequencing,2018,2,5
GEN,Genetics,Whole Genome Sequencing,2019,1,4
GEN,Genetics,Whole Genome Sequencing,2020,3,10
GEN,Genetics,Whole Genome Sequencing,2021,4,11
GEN,Genetics,Whole Genome Sequencing,2022,2,18
GEN,Genetics,Whole Genome Sequencing,2023,1,6
GEN,Genetics,Whole Genome Sequencing,2024,1,1
GEN,Genetics,Whole Genome Sequencing,2025,2,13
GEN,Genetics,eDNA,1965,1,1
GEN,Genetics,eDNA,1987,1,1
GEN,Genetics,eDNA,1989,1,4
GEN,Genetics,eDNA,1991,1,3
GEN,Genetics,eDNA,1994,1,2
GEN,Genetics,eDNA,1995,1,1
GEN,Genetics,eDNA,1996,2,4
GEN,Genetics,eDNA,1998,1,2
GEN,Genetics,eDNA,2002,1,3
GEN,Genetics,eDNA,2010,1,3
GEN,Genetics,eDNA,2014,1,6
GEN,Genetics,eDNA,2016,3,534
GEN,Genetics,eDNA,2017,7,317
GEN,Genetics,eDNA,2018,2,4
GEN,Genetics,eDNA,2019,13,531
GEN,Genetics,eDNA,2020,8,683
GEN,Genetics,eDNA,2021,12,1563
GEN,Genetics,eDNA,2022,15,819
GEN,Genetics,eDNA,2023,10,297
GEN,Genetics,eDNA,2024,16,740
GEN,Genetics,eDNA,2025,12,393
GEN,Genetics,eDNA Metabarcoding,2016,1,15
GEN,Genetics,eDNA Metabarcoding,2017,1,52
GEN,Genetics,eDNA Metabarcoding,2019,3,27
GEN,Genetics,eDNA Metabarcoding,2020,3,96
GEN,Genetics,eDNA Metabarcoding,2021,4,182
GEN,Genetics,eDNA Metabarcoding,2022,6,189
GEN,Genetics,eDNA Metabarcoding,2023,5,42
GEN,Genetics,eDNA Metabarcoding,2024,7,118
GEN,Genetics,eDNA Metabarcoding,2025,4,36
GEN,Genetics,mtDNA,1996,1,18
GEN,Genetics,mtDNA,1997,1,1
GEN,Genetics,mtDNA,1998,1,46
GEN,Genetics,mtDNA,2000,1,3
GEN,Genetics,mtDNA,2001,2,8
GEN,Genetics,mtDNA,2002,1,9
GEN,Genetics,mtDNA,2003,3,30
GEN,Genetics,mtDNA,2004,3,30
GEN,Genetics,mtDNA,2005,5,54
GEN,Genetics,mtDNA,2006,7,88
GEN,Genetics,mtDNA,2007,10,135
GEN,Genetics,mtDNA,2008,14,160
GEN,Genetics,mtDNA,2009,13,364
GEN,Genetics,mtDNA,2010,18,293
GEN,Genetics,mtDNA,2011,22,637
GEN,Genetics,mtDNA,2012,22,988
GEN,Genetics,mtDNA,2013,19,192
GEN,Genetics,mtDNA,2014,17,513
GEN,Genetics,mtDNA,2015,32,1337
GEN,Genetics,mtDNA,2016,34,624
GEN,Genetics,mtDNA,2017,20,440
GEN,Genetics,mtDNA,2018,22,920
GEN,Genetics,mtDNA,2019,35,1016
GEN,Genetics,mtDNA,2020,27,361
GEN,Genetics,mtDNA,2021,24,565
GEN,Genetics,mtDNA,2022,28,431
GEN,Genetics,mtDNA,2023,12,226
GEN,Genetics,mtDNA,2024,22,333
GEN,Genetics,mtDNA,2025,11,159
MOV,Movement,AKDE,2022,1,8
MOV,Movement,AKDE,2025,1,10
MOV,Movement,Brownian Bridge,2014,1,30
MOV,Movement,Brownian Bridge,2018,1,5
MOV,Movement,Brownian Bridge,2020,3,31
MOV,Movement,Brownian Bridge,2021,3,33
MOV,Movement,Brownian Bridge,2022,5,56
MOV,Movement,Brownian Bridge,2023,2,20
MOV,Movement,Brownian Bridge,2024,3,69
MOV,Movement,Brownian Bridge,2025,1,24
MOV,Movement,Brownian Bridge Movement Model,2014,1,18
MOV,Movement,Brownian Bridge Movement Model,2018,1,5
MOV,Movement,Brownian Bridge Movement Model,2020,1,5
MOV,Movement,Brownian Bridge Movement Model,2022,4,27
MOV,Movement,Brownian Bridge Movement Model,2023,1,5
MOV,Movement,Brownian Bridge Movement Model,2024,2,18
MOV,Movement,Brownian Bridge Movement Model,2025,1,12
MOV,Movement,Connectivity,1980,1,1
MOV,Movement,Connectivity,1982,3,61
MOV,Movement,Connectivity,1983,3,5
MOV,Movement,Connectivity,1984,1,10
MOV,Movement,Connectivity,1985,1,2
MOV,Movement,Connectivity,1987,1,2
MOV,Movement,Connectivity,1988,3,8
MOV,Movement,Connectivity,1990,1,4
MOV,Movement,Connectivity,1991,2,8
MOV,Movement,Connectivity,1992,1,2
MOV,Movement,Connectivity,1993,2,4
MOV,Movement,Connectivity,1994,2,10
MOV,Movement,Connectivity,1995,1,2
MOV,Movement,Connectivity,1996,3,23
MOV,Movement,Connectivity,1997,1,1
MOV,Movement,Connectivity,1998,1,2
MOV,Movement,Connectivity,1999,1,6
MOV,Movement,Connectivity,2001,2,4
MOV,Movement,Connectivity,2003,1,10
MOV,Movement,Connectivity,2005,2,6
MOV,Movement,Connectivity,2006,6,23
MOV,Movement,Connectivity,2007,9,45
MOV,Movement,Connectivity,2008,10,42
MOV,Movement,Connectivity,2009,16,89
MOV,Movement,Connectivity,2010,23,209
MOV,Movement,Connectivity,2011,34,236
MOV,Movement,Connectivity,2012,31,440
MOV,Movement,Connectivity,2013,33,293
MOV,Movement,Connectivity,2014,44,698
MOV,Movement,Connectivity,2015,57,833
MOV,Movement,Connectivity,2016,47,433
MOV,Movement,Connectivity,2017,70,567
MOV,Movement,Connectivity,2018,73,1057
MOV,Movement,Connectivity,2019,86,1049
MOV,Movement,Connectivity,2020,107,1121
MOV,Movement,Connectivity,2021,91,1034
MOV,Movement,Connectivity,2022,113,1275
MOV,Movement,Connectivity,2023,70,1193
MOV,Movement,Connectivity,2024,67,915
MOV,Movement,Connectivity,2025,47,817
MOV,Movement,Critical Habitat,1998,1,3
MOV,Movement,Critical Habitat,2001,1,4
MOV,Movement,Critical Habitat,2004,1,3
MOV,Movement,Critical Habitat,2005,2,10
MOV,Movement,Critical Habitat,2006,2,25
MOV,Movement,Critical Habitat,2007,2,14
MOV,Movement,Critical Habitat,2008,4,12
MOV,Movement,Critical Habitat,2009,5,15
MOV,Movement,Critical Habitat,2010,7,64
MOV,Movement,Critical Habitat,2011,10,60
MOV,Movement,Critical Habitat,2012,11,50
MOV,Movement,Critical Habitat,2013,11,143
MOV,Movement,Critical Habitat,2014,9,92
MOV,Movement,Critical Habitat,2015,17,70
MOV,Movement,Critical Habitat,2016,10,66
MOV,Movement,Critical Habitat,2017,14,103
MOV,Movement,Critical Habitat,2018,11,115
MOV,Movement,Critical Habitat,2019,18,133
MOV,Movement,Critical Habitat,2020,20,111
MOV,Movement,Critical Habitat,2021,22,131
MOV,Movement,Critical Habitat,2022,24,106
MOV,Movement,Critical Habitat,2023,12,48
MOV,Movement,Critical Habitat,2024,16,82
MOV,Movement,Critical Habitat,2025,8,63
MOV,Movement,Ensemble Models,2016,1,2
MOV,Movement,Ensemble Models,2022,5,25
MOV,Movement,Ensemble Models,2024,2,15
MOV,Movement,Habitat Modeling,1982,1,8
MOV,Movement,Habitat Modeling,2012,1,8
MOV,Movement,Habitat Modeling,2013,2,14
MOV,Movement,Habitat Modeling,2014,2,22
MOV,Movement,Habitat Modeling,2015,3,9
MOV,Movement,Habitat Modeling,2016,1,8
MOV,Movement,Habitat Modeling,2017,4,15
MOV,Movement,Habitat Modeling,2018,1,8
MOV,Movement,Habitat Modeling,2019,3,15
MOV,Movement,Habitat Modeling,2020,3,28
MOV,Movement,Habitat Modeling,2021,1,4
MOV,Movement,Habitat Modeling,2022,6,31
MOV,Movement,Habitat Modeling,2025,1,4
MOV,Movement,Hidden Markov Models,2011,1,3
MOV,Movement,Hidden Markov Models,2015,1,3
MOV,Movement,Hidden Markov Models,2016,3,62
MOV,Movement,Hidden Markov Models,2017,1,3
MOV,Movement,Hidden Markov Models,2018,4,50
MOV,Movement,Hidden Markov Models,2019,4,20
MOV,Movement,Hidden Markov Models,2020,2,45
MOV,Movement,Hidden Markov Models,2021,2,44
MOV,Movement,Hidden Markov Models,2022,11,169
MOV,Movement,Hidden Markov Models,2023,3,50
MOV,Movement,Hidden Markov Models,2024,2,8
MOV,Movement,Hidden Markov Models,2025,1,5
MOV,Movement,Home Range Analysis,2003,2,4
MOV,Movement,Home Range Analysis,2005,1,4
MOV,Movement,Home Range Analysis,2010,1,1
MOV,Movement,Home Range Analysis,2013,1,3
MOV,Movement,Home Range Analysis,2014,3,11
MOV,Movement,Home Range Analysis,2015,1,2
MOV,Movement,Home Range Analysis,2016,2,8
MOV,Movement,Home Range Analysis,2020,1,4
MOV,Movement,Home Range Analysis,2021,1,5
MOV,Movement,Home Range Analysis,2022,1,4
MOV,Movement,Joint Species Distribution Model,2017,1,4
MOV,Movement,Joint Species Distribution Model,2022,1,3
MOV,Movement,Kernel Density Estimation,2012,2,6
MOV,Movement,Kernel Density Estimation,2013,2,9
MOV,Movement,Kernel Density Estimation,2015,4,33
MOV,Movement,Kernel Density Estimation,2017,3,29
MOV,Movement,Kernel Density Estimation,2018,4,28
MOV,Movement,Kernel Density Estimation,2019,2,12
MOV,Movement,Kernel Density Estimation,2020,3,36
MOV,Movement,Kernel Density Estimation,2021,7,29
MOV,Movement,Kernel Density Estimation,2022,4,24
MOV,Movement,Kernel Density Estimation,2023,2,6
MOV,Movement,Kernel Density Estimation,2024,4,17
MOV,Movement,Kernel Density Estimation,2025,6,30
MOV,Movement,MPA Design,2005,1,2
MOV,Movement,MPA Design,2006,1,3
MOV,Movement,MPA Design,2009,1,4
MOV,Movement,MPA Design,2012,2,14
MOV,Movement,MPA Design,2013,1,3
MOV,Movement,MPA Design,2015,4,17
MOV,Movement,MPA Design,2016,1,12
MOV,Movement,MPA Design,2017,3,29
MOV,Movement,MPA Design,2018,1,3
MOV,Movement,MPA Design,2019,2,8
MOV,Movement,MPA Design,2020,4,15
MOV,Movement,MPA Design,2021,5,21
MOV,Movement,MPA Design,2022,3,61
MOV,Movement,MPA Design,2023,3,13
MOV,Movement,MPA Design,2024,1,5
MOV,Movement,Marxan,2010,1,4
MOV,Movement,Marxan,2012,2,8
MOV,Movement,Marxan,2015,2,48
MOV,Movement,Marxan,2017,4,28
MOV,Movement,Marxan,2019,1,104
MOV,Movement,Marxan,2020,2,97
MOV,Movement,Marxan,2022,2,105
MOV,Movement,MaxEnt,2012,3,145
MOV,Movement,MaxEnt,2013,1,12
MOV,Movement,MaxEnt,2014,2,52
MOV,Movement,MaxEnt,2015,4,100
MOV,Movement,MaxEnt,2017,4,98
MOV,Movement,MaxEnt,2019,1,4
MOV,Movement,MaxEnt,2020,15,441
MOV,Movement,MaxEnt,2021,3,168
MOV,Movement,MaxEnt,2022,6,155
MOV,Movement,MaxEnt,2023,2,44
MOV,Movement,MaxEnt,2024,2,32
MOV,Movement,MaxEnt,2025,3,88
MOV,Movement,Mean-position algorithm,2008,1,3
MOV,Movement,Mean-position algorithm,2011,1,2
MOV,Movement,Mean-position algorithm,2013,1,3
MOV,Movement,Mean-position algorithm,2017,1,3
MOV,Movement,Minimum Convex Polygon,2002,1,12
MOV,Movement,Minimum Convex Polygon,2003,1,2
MOV,Movement,Minimum Convex Polygon,2004,1,4
MOV,Movement,Minimum Convex Polygon,2005,4,37
MOV,Movement,Minimum Convex Polygon,2007,2,6
MOV,Movement,Minimum Convex Polygon,2008,1,6
MOV,Movement,Minimum Convex Polygon,2009,1,4
MOV,Movement,Minimum Convex Polygon,2010,1,3
MOV,Movement,Minimum Convex Polygon,2011,2,8
MOV,Movement,Minimum Convex Polygon,2012,2,22
MOV,Movement,Minimum Convex Polygon,2013,2,6
MOV,Movement,Minimum Convex Polygon,2014,1,3
MOV,Movement,Minimum Convex Polygon,2015,1,12
MOV,Movement,Minimum Convex Polygon,2016,3,13
MOV,Movement,Minimum Convex Polygon,2017,2,11
MOV,Movement,Minimum Convex Polygon,2018,3,16
MOV,Movement,Minimum Convex Polygon,2019,1,4
MOV,Movement,Minimum Convex Polygon,2020,2,13
MOV,Movement,Minimum Convex Polygon,2021,1,4
MOV,Movement,Minimum Convex Polygon,2022,2,8
MOV,Movement,Movement Modeling,2016,2,8
MOV,Movement,Movement Modeling,2017,2,10
MOV,Movement,Movement Modeling,2018,1,4
MOV,Movement,Movement Modeling,2019,1,4
MOV,Movement,Movement Modeling,2020,1,3
MOV,Movement,Movement Modeling,2025,2,10
MOV,Movement,Network Analysis,1982,1,28
MOV,Movement,Network Analysis,2007,1,16
MOV,Movement,Network Analysis,2008,2,10
MOV,Movement,Network Analysis,2009,1,6
MOV,Movement,Network Analysis,2010,3,51
MOV,Movement,Network Analysis,2011,2,7
MOV,Movement,Network Analysis,2012,4,118
MOV,Movement,Network Analysis,2013,1,36
MOV,Movement,Network Analysis,2014,3,98
MOV,Movement,Network Analysis,2015,8,155
MOV,Movement,Network Analysis,2016,6,94
MOV,Movement,Network Analysis,2017,10,102
MOV,Movement,Network Analysis,2018,19,119
MOV,Movement,Network Analysis,2019,17,197
MOV,Movement,Network Analysis,2020,14,78
MOV,Movement,Network Analysis,2021,17,233
MOV,Movement,Network Analysis,2022,8,120
MOV,Movement,Network Analysis,2023,21,210
MOV,Movement,Network Analysis,2024,12,173
MOV,Movement,Network Analysis,2025,10,60
MOV,Movement,Refined shortest paths,2022,1,4
MOV,Movement,Refined shortest paths,2024,1,4
MOV,Movement,Residence Indices,2016,1,32
MOV,Movement,Residence Indices,2017,1,9
MOV,Movement,Residence Indices,2022,1,3
MOV,Movement,Resource Selection Functions,2021,1,9
MOV,Movement,Resource Selection Functions,2022,2,14
MOV,Movement,Resource Selection Functions,2024,1,4
MOV,Movement,Spatial Prioritization,2017,1,12
MOV,Movement,Spatial Prioritization,2019,1,8
MOV,Movement,Spatial Prioritization,2020,1,12
MOV,Movement,Spatial Prioritization,2022,2,19
MOV,Movement,Species Distribution Model,2009,1,4
MOV,Movement,Species Distribution Model,2015,2,6
MOV,Movement,Species Distribution Model,2016,1,4
MOV,Movement,Species Distribution Model,2017,2,8
MOV,Movement,Species Distribution Model,2020,3,15
MOV,Movement,Species Distribution Model,2021,2,12
MOV,Movement,Species Distribution Model,2022,8,48
MOV,Movement,Species Distribution Model,2023,2,15
MOV,Movement,Species Distribution Model,2024,1,3
MOV,Movement,Species Distribution Model,2025,4,25
MOV,Movement,State-Space Models,2008,1,4
MOV,Movement,State-Space Models,2009,2,8
MOV,Movement,State-Space Models,2010,1,4
MOV,Movement,State-Space Models,2011,2,11
MOV,Movement,State-Space Models,2012,1,4
MOV,Movement,State-Space Models,2013,3,19
MOV,Movement,State-Space Models,2014,3,16
MOV,Movement,State-Space Models,2015,3,17
MOV,Movement,State-Space Models,2016,2,8
MOV,Movement,State-Space Models,2017,3,24
MOV,Movement,State-Space Models,2018,3,11
MOV,Movement,State-Space Models,2019,6,40
MOV,Movement,State-Space Models,2020,2,12
MOV,Movement,State-Space Models,2021,2,12
MOV,Movement,State-Space Models,2022,1,4
MOV,Movement,State-Space Models,2023,1,4
MOV,Movement,State-Space Models,2024,1,4
MOV,Movement,State-Space Models,2025,4,23
TRO,Trophic Ecology,DNA Metabarcoding,2016,1,15
TRO,Trophic Ecology,DNA Metabarcoding,2017,2,34
TRO,Trophic Ecology,DNA Metabarcoding,2018,1,2
TRO,Trophic Ecology,DNA Metabarcoding,2019,2,80
TRO,Trophic Ecology,DNA Metabarcoding,2020,5,54
TRO,Trophic Ecology,DNA Metabarcoding,2021,6,89
TRO,Trophic Ecology,DNA Metabarcoding,2022,6,74
TRO,Trophic Ecology,DNA Metabarcoding,2023,5,32
TRO,Trophic Ecology,DNA Metabarcoding,2024,11,78
TRO,Trophic Ecology,DNA Metabarcoding,2025,5,21
TRO,Trophic Ecology,Diet Analysis,1980,1,8
TRO,Trophic Ecology,Diet Analysis,1990,1,3
TRO,Trophic Ecology,Diet Analysis,1992,1,3
TRO,Trophic Ecology,Diet Analysis,1997,2,9
TRO,Trophic Ecology,Diet Analysis,2000,2,6
TRO,Trophic Ecology,Diet Analysis,2002,4,13
TRO,Trophic Ecology,Diet Analysis,2003,1,3
TRO,Trophic Ecology,Diet Analysis,2004,2,5
TRO,Trophic Ecology,Diet Analysis,2005,2,6
TRO,Trophic Ecology,Diet Analysis,2006,1,14
TRO,Trophic Ecology,Diet Analysis,2007,6,26
TRO,Trophic Ecology,Diet Analysis,2008,1,3
TRO,Trophic Ecology,Diet Analysis,2009,5,18
TRO,Trophic Ecology,Diet Analysis,2010,7,19
TRO,Trophic Ecology,Diet Analysis,2011,5,24
TRO,Trophic Ecology,Diet Analysis,2012,9,50
TRO,Trophic Ecology,Diet Analysis,2013,13,59
TRO,Trophic Ecology,Diet Analysis,2014,5,26
TRO,Trophic Ecology,Diet Analysis,2015,5,16
TRO,Trophic Ecology,Diet Analysis,2016,4,26
TRO,Trophic Ecology,Diet Analysis,2017,10,40
TRO,Trophic Ecology,Diet Analysis,2018,10,44
TRO,Trophic Ecology,Diet Analysis,2019,8,27
TRO,Trophic Ecology,Diet Analysis,2020,7,26
TRO,Trophic Ecology,Diet Analysis,2021,8,42
TRO,Trophic Ecology,Diet Analysis,2022,5,18
TRO,Trophic Ecology,Diet Analysis,2023,5,17
TRO,Trophic Ecology,Diet Analysis,2024,3,12
TRO,Trophic Ecology,Diet Analysis,2025,1,4
TRO,Trophic Ecology,Dynamic Energy Budget,2017,1,12
TRO,Trophic Ecology,Dynamic Energy Budget,2019,1,4
TRO,Trophic Ecology,Dynamic Energy Budget,2020,3,17
TRO,Trophic Ecology,Dynamic Energy Budget,2022,1,4
TRO,Trophic Ecology,Ecosystem Roles,2004,1,6
TRO,Trophic Ecology,Ecosystem Roles,2009,1,20
TRO,Trophic Ecology,Ecosystem Roles,2012,1,6
TRO,Trophic Ecology,Ecosystem Roles,2013,1,3
TRO,Trophic Ecology,Ecosystem Roles,2017,1,3
TRO,Trophic Ecology,Ecosystem Roles,2021,1,3
TRO,Trophic Ecology,Ecosystem Roles,2022,1,4
TRO,Trophic Ecology,Ecosystem Roles,2023,1,5
TRO,Trophic Ecology,Ecosystem Roles,2024,1,4
TRO,Trophic Ecology,Energy Flow,1980,1,3
TRO,Trophic Ecology,Energy Flow,1987,1,4
TRO,Trophic Ecology,Energy Flow,1990,1,9
TRO,Trophic Ecology,Energy Flow,1994,1,3
TRO,Trophic Ecology,Energy Flow,1996,1,3
TRO,Trophic Ecology,Energy Flow,2002,1,4
TRO,Trophic Ecology,Energy Flow,2006,1,2
TRO,Trophic Ecology,Energy Flow,2007,2,13
TRO,Trophic Ecology,Energy Flow,2010,1,3
TRO,Trophic Ecology,Energy Flow,2011,3,13
TRO,Trophic Ecology,Energy Flow,2012,3,18
TRO,Trophic Ecology,Energy Flow,2013,2,9
TRO,Trophic Ecology,Energy Flow,2014,5,24
TRO,Trophic Ecology,Energy Flow,2015,2,7
TRO,Trophic Ecology,Energy Flow,2016,3,14
TRO,Trophic Ecology,Energy Flow,2017,4,32
TRO,Trophic Ecology,Energy Flow,2018,3,21
TRO,Trophic Ecology,Energy Flow,2019,3,9
TRO,Trophic Ecology,Energy Flow,2020,3,13
TRO,Trophic Ecology,Energy Flow,2021,2,12
TRO,Trophic Ecology,Energy Flow,2022,5,32
TRO,Trophic Ecology,Energy Flow,2023,5,23
TRO,Trophic Ecology,Energy Flow,2024,4,22
TRO,Trophic Ecology,Energy Flow,2025,4,16
TRO,Trophic Ecology,Fatty Acid Analysis,1973,1,3
TRO,Trophic Ecology,Fatty Acid Analysis,1982,1,14
TRO,Trophic Ecology,Fatty Acid Analysis,1984,1,1
TRO,Trophic Ecology,Fatty Acid Analysis,1991,1,2
TRO,Trophic Ecology,Fatty Acid Analysis,1997,1,4
TRO,Trophic Ecology,Fatty Acid Analysis,2000,1,1
TRO,Trophic Ecology,Fatty Acid Analysis,2003,1,2
TRO,Trophic Ecology,Fatty Acid Analysis,2004,2,3
TRO,Trophic Ecology,Fatty Acid Analysis,2007,1,2
TRO,Trophic Ecology,Fatty Acid Analysis,2011,1,3
TRO,Trophic Ecology,Fatty Acid Analysis,2012,4,8
TRO,Trophic Ecology,Fatty Acid Analysis,2013,3,14
TRO,Trophic Ecology,Fatty Acid Analysis,2014,4,12
TRO,Trophic Ecology,Fatty Acid Analysis,2015,1,9
TRO,Trophic Ecology,Fatty Acid Analysis,2016,4,12
TRO,Trophic Ecology,Fatty Acid Analysis,2017,1,2
TRO,Trophic Ecology,Fatty Acid Analysis,2018,4,23
TRO,Trophic Ecology,Fatty Acid Analysis,2019,5,24
TRO,Trophic Ecology,Fatty Acid Analysis,2020,3,17
TRO,Trophic Ecology,Fatty Acid Analysis,2021,7,40
TRO,Trophic Ecology,Fatty Acid Analysis,2022,2,20
TRO,Trophic Ecology,Fatty Acid Analysis,2023,4,12
TRO,Trophic Ecology,Fatty Acid Analysis,2024,2,28
TRO,Trophic Ecology,Fatty Acid Analysis,2025,1,5
TRO,Trophic Ecology,Food Web Models,2007,1,3
TRO,Trophic Ecology,Food Web Models,2008,2,11
TRO,Trophic Ecology,Food Web Models,2010,1,6
TRO,Trophic Ecology,Food Web Models,2011,2,11
TRO,Trophic Ecology,Food Web Models,2012,3,19
TRO,Trophic Ecology,Food Web Models,2013,8,55
TRO,Trophic Ecology,Food Web Models,2014,6,55
TRO,Trophic Ecology,Food Web Models,2015,6,22
TRO,Trophic Ecology,Food Web Models,2016,5,30
TRO,Trophic Ecology,Food Web Models,2017,6,36
TRO,Trophic Ecology,Food Web Models,2018,9,35
TRO,Trophic Ecology,Food Web Models,2019,6,26
TRO,Trophic Ecology,Food Web Models,2020,8,37
TRO,Trophic Ecology,Food Web Models,2021,5,57
TRO,Trophic Ecology,Food Web Models,2022,5,20
TRO,Trophic Ecology,Food Web Models,2023,5,19
TRO,Trophic Ecology,Food Web Models,2024,2,6
TRO,Trophic Ecology,Foraging Behavior,1982,1,7
TRO,Trophic Ecology,Foraging Behavior,1993,1,5
TRO,Trophic Ecology,Foraging Behavior,1996,2,4
TRO,Trophic Ecology,Foraging Behavior,2001,4,12
TRO,Trophic Ecology,Foraging Behavior,2002,4,9
TRO,Trophic Ecology,Foraging Behavior,2003,1,4
TRO,Trophic Ecology,Foraging Behavior,2004,1,1
TRO,Trophic Ecology,Foraging Behavior,2005,3,7
TRO,Trophic Ecology,Foraging Behavior,2006,8,18
TRO,Trophic Ecology,Foraging Behavior,2007,9,53
TRO,Trophic Ecology,Foraging Behavior,2008,6,16
TRO,Trophic Ecology,Foraging Behavior,2009,3,19
TRO,Trophic Ecology,Foraging Behavior,2010,8,53
TRO,Trophic Ecology,Foraging Behavior,2011,16,84
TRO,Trophic Ecology,Foraging Behavior,2012,14,67
TRO,Trophic Ecology,Foraging Behavior,2013,11,76
TRO,Trophic Ecology,Foraging Behavior,2014,19,62
TRO,Trophic Ecology,Foraging Behavior,2015,16,56
TRO,Trophic Ecology,Foraging Behavior,2016,16,85
TRO,Trophic Ecology,Foraging Behavior,2017,26,125
TRO,Trophic Ecology,Foraging Behavior,2018,14,73
TRO,Trophic Ecology,Foraging Behavior,2019,26,202
TRO,Trophic Ecology,Foraging Behavior,2020,26,127
TRO,Trophic Ecology,Foraging Behavior,2021,26,164
TRO,Trophic Ecology,Foraging Behavior,2022,36,275
TRO,Trophic Ecology,Foraging Behavior,2023,12,61
TRO,Trophic Ecology,Foraging Behavior,2024,15,68
TRO,Trophic Ecology,Foraging Behavior,2025,20,140
TRO,Trophic Ecology,IsoSpace,2020,1,4
TRO,Trophic Ecology,IsoSpace,2024,2,12
TRO,Trophic Ecology,NMDS,2004,1,9
TRO,Trophic Ecology,NMDS,2006,2,5
TRO,Trophic Ecology,NMDS,2008,2,45
TRO,Trophic Ecology,NMDS,2009,5,63
TRO,Trophic Ecology,NMDS,2010,5,31
TRO,Trophic Ecology,NMDS,2011,5,82
TRO,Trophic Ecology,NMDS,2012,10,170
TRO,Trophic Ecology,NMDS,2013,3,27
TRO,Trophic Ecology,NMDS,2014,5,62
TRO,Trophic Ecology,NMDS,2015,5,84
TRO,Trophic Ecology,NMDS,2016,6,100
TRO,Trophic Ecology,NMDS,2017,7,143
TRO,Trophic Ecology,NMDS,2018,6,61
TRO,Trophic Ecology,NMDS,2019,10,115
TRO,Trophic Ecology,NMDS,2020,13,227
TRO,Trophic Ecology,NMDS,2021,10,136
TRO,Trophic Ecology,NMDS,2022,12,157
TRO,Trophic Ecology,NMDS,2023,5,106
TRO,Trophic Ecology,NMDS,2024,14,305
TRO,Trophic Ecology,NMDS,2025,8,167
TRO,Trophic Ecology,Niche Partitioning,1982,1,8
TRO,Trophic Ecology,Niche Partitioning,1999,1,2
TRO,Trophic Ecology,Niche Partitioning,2005,2,16
TRO,Trophic Ecology,Niche Partitioning,2006,1,2
TRO,Trophic Ecology,Niche Partitioning,2007,2,11
TRO,Trophic Ecology,Niche Partitioning,2008,1,4
TRO,Trophic Ecology,Niche Partitioning,2009,4,21
TRO,Trophic Ecology,Niche Partitioning,2010,3,10
TRO,Trophic Ecology,Niche Partitioning,2011,9,46
TRO,Trophic Ecology,Niche Partitioning,2012,4,18
