primary_discipline,full_name,technique_name,year,paper_count,total_mentions
TRO,Trophic Ecology,Niche Partitioning,2013,5,32
TRO,Trophic Ecology,Niche Partitioning,2014,5,26
TRO,Trophic Ecology,Niche Partitioning,2015,6,24
TRO,Trophic Ecology,Niche Partitioning,2016,2,9
TRO,Trophic Ecology,Niche Partitioning,2017,13,65
TRO,Trophic Ecology,Niche Partitioning,2018,5,23
TRO,Trophic Ecology,Niche Partitioning,2019,19,116
TRO,Trophic Ecology,Niche Partitioning,2020,8,43
TRO,Trophic Ecology,Niche Partitioning,2021,10,50
TRO,Trophic Ecology,Niche Partitioning,2022,13,89
TRO,Trophic Ecology,Niche Partitioning,2023,7,46
TRO,Trophic Ecology,Niche Partitioning,2024,15,202
TRO,Trophic Ecology,Niche Partitioning,2025,7,142
TRO,Trophic Ecology,Optimal Foraging Theory,1993,1,3
TRO,Trophic Ecology,Optimal Foraging Theory,2003,1,4
TRO,Trophic Ecology,Optimal Foraging Theory,2006,1,4
TRO,Trophic Ecology,Optimal Foraging Theory,2007,1,2
TRO,Trophic Ecology,Optimal Foraging Theory,2008,1,9
TRO,Trophic Ecology,Optimal Foraging Theory,2009,7,22
TRO,Trophic Ecology,Optimal Foraging Theory,2010,4,17
TRO,Trophic Ecology,Optimal Foraging Theory,2011,4,14
TRO,Trophic Ecology,Optimal Foraging Theory,2012,1,3
TRO,Trophic Ecology,Optimal Foraging Theory,2013,1,1
TRO,Trophic Ecology,Optimal Foraging Theory,2014,2,9
TRO,Trophic Ecology,Optimal Foraging Theory,2015,6,18
TRO,Trophic Ecology,Optimal Foraging Theory,2017,2,8
TRO,Trophic Ecology,Optimal Foraging Theory,2018,2,9
TRO,Trophic Ecology,Optimal Foraging Theory,2019,3,14
TRO,Trophic Ecology,Optimal Foraging Theory,2021,4,17
TRO,Trophic Ecology,Optimal Foraging Theory,2022,4,19
TRO,Trophic Ecology,Optimal Foraging Theory,2023,2,17
TRO,Trophic Ecology,Optimal Foraging Theory,2024,3,12
TRO,Trophic Ecology,Optimal Foraging Theory,2025,1,4
TRO,Trophic Ecology,Prey Selection,1985,1,3
TRO,Trophic Ecology,Prey Selection,1986,1,9
TRO,Trophic Ecology,Prey Selection,1987,1,4
TRO,Trophic Ecology,Prey Selection,1989,1,2
TRO,Trophic Ecology,Prey Selection,1991,1,3
TRO,Trophic Ecology,Prey Selection,1993,1,10
TRO,Trophic Ecology,Prey Selection,1996,1,3
TRO,Trophic Ecology,Prey Selection,1998,1,2
TRO,Trophic Ecology,Prey Selection,2000,1,18
TRO,Trophic Ecology,Prey Selection,2001,1,3
TRO,Trophic Ecology,Prey Selection,2003,4,19
TRO,Trophic Ecology,Prey Selection,2004,2,5
TRO,Trophic Ecology,Prey Selection,2005,2,7
TRO,Trophic Ecology,Prey Selection,2006,2,14
TRO,Trophic Ecology,Prey Selection,2007,4,12
TRO,Trophic Ecology,Prey Selection,2008,5,57
TRO,Trophic Ecology,Prey Selection,2009,9,33
TRO,Trophic Ecology,Prey Selection,2010,7,23
TRO,Trophic Ecology,Prey Selection,2011,10,58
TRO,Trophic Ecology,Prey Selection,2012,11,45
TRO,Trophic Ecology,Prey Selection,2013,9,29
TRO,Trophic Ecology,Prey Selection,2014,7,30
TRO,Trophic Ecology,Prey Selection,2015,9,89
TRO,Trophic Ecology,Prey Selection,2016,4,17
TRO,Trophic Ecology,Prey Selection,2017,8,33
TRO,Trophic Ecology,Prey Selection,2018,9,35
TRO,Trophic Ecology,Prey Selection,2019,11,91
TRO,Trophic Ecology,Prey Selection,2020,9,50
TRO,Trophic Ecology,Prey Selection,2021,9,32
TRO,Trophic Ecology,Prey Selection,2022,8,32
TRO,Trophic Ecology,Prey Selection,2023,3,13
TRO,Trophic Ecology,Prey Selection,2024,2,8
TRO,Trophic Ecology,Prey Selection,2025,2,8
TRO,Trophic Ecology,SIAR,2010,1,6
TRO,Trophic Ecology,SIAR,2011,1,27
TRO,Trophic Ecology,SIAR,2012,4,54
TRO,Trophic Ecology,SIAR,2013,2,36
TRO,Trophic Ecology,SIAR,2014,4,84
TRO,Trophic Ecology,SIAR,2015,5,28
TRO,Trophic Ecology,SIAR,2016,3,13
TRO,Trophic Ecology,SIAR,2017,8,76
TRO,Trophic Ecology,SIAR,2018,6,113
TRO,Trophic Ecology,SIAR,2019,7,33
TRO,Trophic Ecology,SIAR,2020,6,44
TRO,Trophic Ecology,SIAR,2022,1,8
TRO,Trophic Ecology,SIAR,2024,2,12
TRO,Trophic Ecology,Stable Isotope Analysis,1982,2,36
TRO,Trophic Ecology,Stable Isotope Analysis,2003,1,9
TRO,Trophic Ecology,Stable Isotope Analysis,2004,1,4
TRO,Trophic Ecology,Stable Isotope Analysis,2005,3,40
TRO,Trophic Ecology,Stable Isotope Analysis,2006,1,4
TRO,Trophic Ecology,Stable Isotope Analysis,2007,2,4
TRO,Trophic Ecology,Stable Isotope Analysis,2008,2,13
TRO,Trophic Ecology,Stable Isotope Analysis,2009,4,14
TRO,Trophic Ecology,Stable Isotope Analysis,2010,7,48
TRO,Trophic Ecology,Stable Isotope Analysis,2011,19,241
TRO,Trophic Ecology,Stable Isotope Analysis,2012,25,484
TRO,Trophic Ecology,Stable Isotope Analysis,2013,20,168
TRO,Trophic Ecology,Stable Isotope Analysis,2014,26,267
TRO,Trophic Ecology,Stable Isotope Analysis,2015,32,298
TRO,Trophic Ecology,Stable Isotope Analysis,2016,30,299
TRO,Trophic Ecology,Stable Isotope Analysis,2017,31,606
TRO,Trophic Ecology,Stable Isotope Analysis,2018,32,398
TRO,Trophic Ecology,Stable Isotope Analysis,2019,41,425
TRO,Trophic Ecology,Stable Isotope Analysis,2020,45,601
TRO,Trophic Ecology,Stable Isotope Analysis,2021,28,260
TRO,Trophic Ecology,Stable Isotope Analysis,2022,29,225
TRO,Trophic Ecology,Stable Isotope Analysis,2023,19,257
TRO,Trophic Ecology,Stable Isotope Analysis,2024,25,556
TRO,Trophic Ecology,Stable Isotope Analysis,2025,23,347
TRO,Trophic Ecology,Stomach Content Analysis,1967,1,2
TRO,Trophic Ecology,Stomach Content Analysis,1977,1,18
TRO,Trophic Ecology,Stomach Content Analysis,1978,1,2
TRO,Trophic Ecology,Stomach Content Analysis,1982,1,16
TRO,Trophic Ecology,Stomach Content Analysis,1983,1,4
TRO,Trophic Ecology,Stomach Content Analysis,1984,1,3
TRO,Trophic Ecology,Stomach Content Analysis,1987,1,1
TRO,Trophic Ecology,Stomach Content Analysis,1990,1,6
TRO,Trophic Ecology,Stomach Content Analysis,1991,1,2
TRO,Trophic Ecology,Stomach Content Analysis,1992,2,4
TRO,Trophic Ecology,Stomach Content Analysis,1993,1,1
TRO,Trophic Ecology,Stomach Content Analysis,1994,1,1
TRO,Trophic Ecology,Stomach Content Analysis,1996,1,1
TRO,Trophic Ecology,Stomach Content Analysis,1997,2,6
TRO,Trophic Ecology,Stomach Content Analysis,1998,1,1
TRO,Trophic Ecology,Stomach Content Analysis,1999,1,2
TRO,Trophic Ecology,Stomach Content Analysis,2000,1,1
TRO,Trophic Ecology,Stomach Content Analysis,2001,2,9
TRO,Trophic Ecology,Stomach Content Analysis,2002,1,2
TRO,Trophic Ecology,Stomach Content Analysis,2003,1,2
TRO,Trophic Ecology,Stomach Content Analysis,2004,2,3
TRO,Trophic Ecology,Stomach Content Analysis,2005,4,42
TRO,Trophic Ecology,Stomach Content Analysis,2006,2,19
TRO,Trophic Ecology,Stomach Content Analysis,2007,6,27
TRO,Trophic Ecology,Stomach Content Analysis,2008,3,20
TRO,Trophic Ecology,Stomach Content Analysis,2009,3,13
TRO,Trophic Ecology,Stomach Content Analysis,2010,10,41
TRO,Trophic Ecology,Stomach Content Analysis,2011,12,142
TRO,Trophic Ecology,Stomach Content Analysis,2012,18,137
TRO,Trophic Ecology,Stomach Content Analysis,2013,22,115
TRO,Trophic Ecology,Stomach Content Analysis,2014,16,112
TRO,Trophic Ecology,Stomach Content Analysis,2015,13,80
TRO,Trophic Ecology,Stomach Content Analysis,2016,13,100
TRO,Trophic Ecology,Stomach Content Analysis,2017,24,187
TRO,Trophic Ecology,Stomach Content Analysis,2018,17,121
TRO,Trophic Ecology,Stomach Content Analysis,2019,18,121
TRO,Trophic Ecology,Stomach Content Analysis,2020,26,237
TRO,Trophic Ecology,Stomach Content Analysis,2021,24,179
TRO,Trophic Ecology,Stomach Content Analysis,2022,15,79
TRO,Trophic Ecology,Stomach Content Analysis,2023,11,99
TRO,Trophic Ecology,Stomach Content Analysis,2024,14,118
TRO,Trophic Ecology,Stomach Content Analysis,2025,6,32
TRO,Trophic Ecology,Trophic Level Estimation,2011,1,3
TRO,Trophic Ecology,Trophic Level Estimation,2017,1,6
TRO,Trophic Ecology,Trophic Level Estimation,2018,2,8
TRO,Trophic Ecology,Trophic Level Estimation,2019,1,4
TRO,Trophic Ecology,Trophic Level Estimation,2020,1,4
TRO,Trophic Ecology,Trophic Position Calculation,2019,1,3
TRO,Trophic Ecology,Trophic Position Calculation,2022,1,9
